hour,plug,value
26,3,11.698
26,5,4657.697999999966
26,6,3615.7970000000014
26,7,34970.16400000005
26,9,1114.8069999999984
26,11,32137.232000000015
27,2,17395.092999999822
27,3,10.555
27,5,4677.105999999961
27,6,3657.421000000009
27,7,35178.055000000015
27,9,1626.439999999997
27,11,32268.343000000033
28,2,17322.286999999844
28,3,13.767999999999997
28,5,4688.381999999958
28,6,3655.2360000000017
28,7,34785.72399999997
28,9,996.2339999999987
28,11,31964.69800000009
29,2,17233.24699999985
29,3,14.221
29,5,4629.680999999973
29,6,3608.8210000000036
29,7,34552.70699999997
29,9,774.3529999999989
29,11,31732.911000000036
30,2,17527.15699999983
30,3,10.672
30,5,4711.677999999962
30,6,3667.531000000003
30,7,35079.70700000002
30,9,791.6019999999999
30,11,32227.463000000047
31,2,17670.222999999787
31,3,12.012
31,5,4767.971999999953
31,6,3704.418000000004
31,7,34139.11200000006
31,9,892.2659999999998
31,11,31401.661000000076
32,2,59507.57999999996
32,3,4.994
32,5,4779.213999999964
32,6,3717.535
32,7,34603.15699999991
32,9,897.4279999999983
32,11,31799.303000000014
33,2,69888.05099999982
33,3,4.812999999999999
33,5,4712.544999999951
33,6,3658.9870000000024
33,7,34915.44000000007
33,9,209.30399999999997
33,11,31939.077000000085
34,2,69207.67999999983
34,3,8.897
34,5,4632.361999999965
34,6,3591.161000000003
34,7,33194.02400000004
34,11,30500.138000000014
35,2,19117.409999999854
35,3,9.316999999999998
35,5,4715.7679999999655
35,6,3660.4500000000075
35,7,34636.338999999985
35,11,31673.776000000016
36,2,17765.175999999818
36,3,8.304
36,5,99918.02399999995
36,6,77724.7529999999
36,7,34900.73600000006
36,11,32075.030000000024
37,2,25743.916999999914
37,3,7.984
37,5,256602.1290000006
37,6,200210.13799999998
37,7,34535.02600000005
37,11,31573.164000000073
38,2,38237.5620000004
38,3,9.626999999999999
38,5,233045.66
38,6,181615.35299999954
38,7,34903.01200000009
38,11,31770.795000000024
39,2,17568.50599999986
39,3,11.630999999999997
39,5,248952.11100000032
39,6,192525.42600000004
39,7,35153.23300000003
39,11,32122.425000000003
40,2,14509.14999999992
40,3,8.634999999999998
40,5,206218.3530000001
40,6,160364.37299999967
40,7,33821.38600000005
40,11,31090.203000000063
41,2,2377.817000000001
41,3,14.512999999999998
41,5,30279.784
41,6,23791.313000000013
41,7,35207.213000000076
41,11,32280.35100000002
42,2,26289.13999999994
42,3,10.325999999999999
42,5,225826.48699999956
42,6,176161.65600000025
42,7,35353.86300000002
42,11,32590.355000000076
43,2,66169.18899999985
43,3,8.905000000000001
43,5,237216.97099999964
43,6,183616.671
43,7,34328.257000000114
43,11,31540.01000000003
44,2,20184.194999999803
44,3,4.235
44,5,236862.51600000044
44,6,183272.16499999975
44,7,35086.63800000008
44,11,32228.006000000023
45,2,17241.46399999984
45,3,6.7090000000000005
45,4,39635.66700000002
45,5,221410.31100000153
45,6,172708.27599999876
45,7,77353.68500000019
45,11,70348.94000000002
46,0,9555.234999999995
46,2,16989.666999999856
46,3,13.583999999999996
46,4,58134.92600000012
46,5,211752.0910000009
46,6,164570.95199999944
46,7,34796.01500000003
46,8,37793.36500000003
46,11,31831.188000000042
47,0,14060.85
47,2,16791.424999999876
47,3,8.248999999999999
47,5,200763.4810000012
47,6,156703.61099999928
47,7,34561.04800000004
47,8,55409.038000000044
47,11,31706.84500000004
48,0,5345.210999999997
48,2,16792.945999999858
48,3,10.635
48,5,51365.415000000205
48,6,39715.219999999514
48,7,34605.899999999965
48,8,21183.333000000042
48,11,31686.871000000083
49,0,230.06400000000002
49,2,14521.483999999857
49,3,7.8469999999999995
49,5,4646.781999999962
49,6,3606.8429999999976
49,7,34037.75900000006
49,8,910.9160000000005
49,11,31081.298000000093
50,2,17037.108999999866
50,3,10.096999999999998
50,5,4630.319999999961
50,6,3602.9280000000012
50,7,34415.66800000005
50,11,31613.67300000004
51,2,16185.940999999859
51,3,11.582999999999998
51,5,4338.810999999973
51,6,3372.487999999997
51,7,34917.35200000006
51,11,31773.125000000022
52,2,17371.173999999846
52,3,17.239000000000004
52,5,4660.831999999956
52,6,3617.295000000002
52,7,35800.54800000004
52,11,32680.51000000005
53,2,17567.726999999828
53,3,15.344
53,5,4703.062999999955
53,6,3668.8800000000024
53,7,35131.4900000001
53,11,32299.73000000012
54,2,17383.101999999824
54,3,10.357
54,5,4707.546999999949
54,6,3640.0809999999924
54,7,34949.88800000004
54,11,32221.120000000068
55,2,17615.06999999987
55,3,9.693
55,5,4747.831999999955
55,6,3689.014999999997
55,7,35906.59299999996
55,11,32831.95800000012
56,2,17695.89199999989
56,3,14.736999999999995
56,5,4680.874999999956
56,6,3649.1140000000005
56,7,35247.037000000026
56,11,32231.517000000018
57,2,47912.390000000196
57,3,9.691999999999998
57,5,150660.44599999973
57,6,116896.97999999994
57,7,35946.44500000014
57,11,32995.36400000004
58,2,53629.93900000037
58,3,8.338000000000001
58,5,239023.39200000046
58,6,186287.60700000022
58,7,35361.70199999998
58,11,32423.072000000062
59,2,25024.539999999895
59,3,6.147
59,5,244972.80900000047
59,6,189919.55100000015
59,7,35402.86000000005
59,11,32396.305000000055
60,2,63864.94500000002
60,3,7.992999999999999
60,5,239902.35000000044
60,6,186059.81399999897
60,7,34633.395000000084
60,11,31831.152000000126
61,2,17767.780999999843
61,3,2.853
61,5,221532.78700000118
61,6,172119.5229999994
61,7,34463.74600000005
61,11,31422.109000000055
62,2,37260.96200000006
62,3,10.514999999999997
62,5,219893.24500000055
62,6,170671.04899999913
62,7,35633.36700000002
62,11,32714.62000000008
63,2,68548.75299999988
63,3,9.847
63,5,223965.8550000003
63,6,173303.565000001
63,7,35108.98300000006
63,11,32150.85500000009
64,2,66390.22399999993
64,3,6.121
64,5,221121.27700000085
64,6,171791.47599999985
64,7,34855.89800000004
64,11,31957.485000000084
65,2,17666.997999999825
65,3,6.230999999999999
65,5,214258.2510000006
65,6,166575.93599999952
65,7,35270.12800000001
65,11,32336.104000000047
66,2,16959.58099999988
66,3,10.477999999999998
66,5,224098.44699999984
66,6,175015.90799999956
66,7,35480.269000000066
66,11,32426.707000000082
67,2,18164.982999999833
67,3,19193.979999999985
67,5,234441.79800000138
67,6,182904.80399999983
67,7,34807.94100000007
67,11,31979.579999999984
68,0,18770.989999999958
68,2,69086.01499999988
68,3,20.641
68,4,14815.499999999996
68,5,238162.9050000011
68,6,184937.88100000002
68,7,34331.03500000007
68,8,73875.61400000005
68,11,31501.55700000007
69,0,4556.080999999998
69,2,68722.08399999989
69,4,59565.6820000002
69,5,221601.30199999985
69,6,171884.22599999967
69,7,35741.81600000001
69,8,18033.546999999995
69,11,32621.36499999996
70,2,67200.62599999983
70,4,24340.01899999998
70,5,245726.605
70,6,189812.45799999923
70,7,34407.482000000055
70,11,31501.665000000055
71,2,69896.4499999998
71,5,59289.587000000116
71,6,46240.69699999948
71,7,34976.48600000008
71,11,32048.656000000086
72,2,65069.46799999986
72,5,6703.046000000017
72,6,5207.3630000000085
72,7,101181.63500000007
72,11,92867.41099999989
73,2,44105.09300000068
73,5,6690.1190000000015
73,6,5203.611999999994
73,7,34821.42900000003
73,9,15905.326999999961
73,11,31935.517000000025
74,2,18212.543999999827
74,5,4825.804999999951
74,6,3743.646999999998
74,7,34952.3180000001
74,9,15480.998000000081
74,11,31930.212000000098
75,2,17344.04499999983
75,5,4669.909999999964
75,6,3633.4949999999944
75,7,34601.664000000084
75,9,3332.8170000000327
75,11,31796.177000000072
76,2,17002.81399999983
76,5,4603.378999999962
76,6,3570.609000000001
76,7,34590.61700000011
76,9,1199.371999999999
76,11,31708.438000000042
77,2,17466.20299999981
77,5,4682.445999999962
77,6,3640.5250000000033
77,7,35378.95600000003
77,9,1133.5019999999981
77,11,32427.193000000058
78,2,17939.03799999986
78,5,4762.748999999945
78,6,3709.493999999995
78,7,35108.34700000002
78,9,1210.2389999999991
78,11,32184.25900000001
79,2,24233.362999999903
79,5,4758.370999999951
79,6,3698.4679999999994
79,7,34512.789000000026
79,9,940.2969999999993
79,11,31621.457999999995
80,2,66797.61399999987
80,5,4647.55599999996
80,6,3606.2409999999986
80,7,34752.564000000064
80,9,1008.695999999999
80,11,31990.715000000087
81,2,68100.62299999983
81,5,114755.28400000001
81,6,89168.26700000005
81,7,34325.85500000001
81,9,124.00600000000001
81,11,31389.56099999997
82,2,70529.52299999984
82,5,223998.9060000004
82,6,174122.0560000001
82,7,34263.34200000006
82,11,31618.122000000058
83,2,69066.62199999978
83,5,238276.2090000003
83,6,185076.5500000002
83,7,33982.53000000003
83,11,31157.394000000062
84,2,69486.1559999997
84,5,232117.31000000052
84,6,180235.6339999997
84,7,34879.316
84,11,31903.027000000056
85,2,64600.50199999997
85,5,220444.49900000036
85,6,172129.5219999999
85,7,34734.087999999974
85,11,31767.817000000097
86,2,71376.63099999983
86,5,227963.7520000001
86,6,176922.8670000003
86,7,34211.68200000009
86,11,31453.249000000073
87,2,19010.855999999843
87,5,222855.29000000033
87,6,173490.08499999982
87,7,34032.168000000085
87,11,31154.901000000038
88,2,7740.784000000005
88,5,23646.32499999981
88,6,18501.220000000096
88,7,15237.64299999999
88,11,13923.860000000017
89,2,17708.67999999982
89,5,131514.62000000005
89,6,102521.47399999991
89,7,34219.710000000094
89,11,31475.362000000063
90,2,16613.166999999867
90,5,228629.91700000063
90,6,176627.90600000002
90,7,33710.69900000001
90,11,30878.81200000003
91,2,19224.377999999862
91,3,40878.13599999995
91,5,217545.76900000017
91,6,168332.02200000017
91,7,34723.65099999999
91,11,31752.154000000042
92,0,17110.975999999977
92,2,70360.97599999979
92,3,37040.52600000003
92,4,11546.782000000005
92,5,216806.3340000006
92,6,168801.7770000002
92,7,34978.69100000006
92,8,67631.2310000001
92,9,24474.793000000023
92,11,32228.60800000009
93,0,24227.97700000002
93,2,69627.12999999992
93,3,16.057
93,4,59662.39100000022
93,5,223544.79500000013
93,6,174039.69100000008
93,7,33018.475000000064
93,8,95542.53399999987
93,9,53473.721999999805
93,11,30294.73600000011
94,0,12366.055999999993
94,2,71834.12199999999
94,3,17.04
94,4,54760.30400000014
94,5,231322.53600000014
94,6,179876.23399999944
94,7,34650.88700000007
94,8,48688.58900000005
94,9,41344.26299999994
94,11,31836.10100000008
95,2,49764.57099999994
95,3,17.368
95,4,6609.050999999998
95,5,178550.88400000028
95,6,138617.14600000018
95,7,32779.5909999999
95,9,34812.77899999981
95,11,29893.211999999938
96,2,49320.57399999996
96,3,20.286999999999995
96,4,26052.557000000033
96,5,42654.80400000009
96,6,33360.33699999994
96,7,31461.34099999995
96,9,29926.689000000002
96,11,28798.202000000005
97,2,49743.03199999998
97,3,9.184999999999999
97,5,3435.6579999999826
97,6,2675.5579999999945
97,7,31983.48699999995
97,9,5640.872000000041
97,11,29308.399999999994
98,2,24657.304999999862
98,3,14.238
98,5,3483.3509999999806
98,6,2715.7919999999967
98,7,32651.590999999968
98,9,5807.283000000039
98,11,29959.129000000095
99,2,12320.121999999936
99,3,11.052999999999999
99,5,3296.8329999999814
99,6,2568.1659999999983
99,7,32462.901999999904
99,9,5808.981000000037
99,11,29935.055000000055
100,2,12785.690999999964
100,3,13.033999999999997
100,5,3452.2159999999826
100,6,2676.9820000000004
100,7,31747.51999999991
100,9,5817.708000000036
100,11,29146.671000000006
101,2,12905.810999999952
101,3,21.657999999999994
101,5,3465.709999999978
101,6,2703.941999999995
101,7,31262.21399999993
101,9,5683.205000000045
101,11,28623.27500000005
102,2,12594.780999999948
102,3,12.436999999999998
102,5,3366.7539999999804
102,6,2615.8499999999985
102,7,32702.479999999876
102,9,5805.961000000042
102,11,29913.176999999974
103,2,13210.102999999921
103,3,21.332
103,5,3482.715999999981
103,6,2724.326999999994
103,7,32375.73299999994
103,9,5819.283000000035
103,11,29782.60500000007
104,2,13261.364999999934
104,3,11.956999999999997
104,5,3437.365999999985
104,6,2684.6139999999905
104,7,31508.979999999912
104,9,5825.680000000053
104,11,28921.594999999998
105,2,66626.47199999995
105,3,15.266000000000002
105,5,4573.034999999955
105,6,3560.1110000000012
105,7,34820.037000000055
105,9,5827.935000000045
105,11,31916.920000000042
106,0,10972.254999999994
106,2,4507.225000000007
106,3,6.763000000000001
106,5,4889.64099999996
106,6,3796.5529999999985
106,7,34612.888000000006
106,8,43325.39499999993
106,9,5787.633000000044
106,11,31699.948000000073
107,0,7946.974999999997
107,3,13.545999999999996
107,5,4883.600999999944
107,6,3790.6920000000036
107,7,33774.12500000001
107,8,31436.51100000001
107,9,5605.764000000041
107,11,30937.463000000076
108,3,14.722999999999997
108,5,4907.401999999958
108,6,3795.769999999994
108,7,34626.899000000005
108,9,5657.892000000058
108,11,31696.84500000005
109,3,8.703999999999999
109,5,4919.0109999999495
109,6,3820.015000000001
109,7,35210.99499999999
109,9,5727.01900000005
109,11,32241.464000000033
110,3,6.65
110,5,4917.799999999954
110,6,3821.2670000000035
110,7,34670.75300000003
110,9,5728.337000000046
110,11,31787.856000000058
111,3,7.344
111,5,4931.523999999958
111,6,3828.715999999997
111,7,34311.59400000001
111,9,5727.614000000053
111,11,31402.29700000002
112,3,11.046999999999999
112,5,4754.728999999952
112,6,3688.5710000000013
112,7,33823.278000000064
112,9,5695.0250000000515
112,11,30931.46800000006
113,3,8.014
113,5,3405.05899999998
113,6,2646.9560000000006
113,7,24982.82000000001
113,9,4088.134999999992
113,11,22861.276000000053
114,3,11.731999999999996
114,5,4292.85399999996
114,6,3320.8210000000036
114,7,32536.933999999987
114,9,5681.93900000005
114,11,29836.50200000009
115,0,1808.5749999999996
115,3,14.919
115,5,4746.4289999999555
115,6,3671.630000000006
115,7,33716.885
115,8,7148.414999999999
115,9,5581.1170000000375
115,11,30844.2130000001
116,3,10.532999999999998
116,5,4812.186999999957
116,6,3747.095000000005
116,7,34373.348000000035
116,9,5703.578000000057
116,11,31702.97900000004
117,0,60639.459
117,3,6.103
117,4,48711.58999999999
117,5,4838.1909999999525
117,6,3749.7689999999984
117,7,34631.843000000015
117,8,240668.79300000035
117,9,5714.151000000053
117,11,31662.060999999994
118,0,14808.746999999996
118,3,3.718
118,4,55893.921000000046
118,5,4691.795999999955
118,6,3639.4350000000036
118,7,33538.256000000045
118,8,58517.022999999965
118,9,5764.913000000042
118,11,30631.77000000003
119,3,2.4909999999999997
119,5,4831.0479999999525
119,6,3760.996999999998
119,7,34347.378999999986
119,9,5755.227000000053
119,11,31448.187000000034
120,3,3.0269999999999997
120,5,4842.661999999954
120,6,3767.050000000005
120,7,64939.39400000002
120,9,5745.090000000061
120,11,60062.01600000002
121,3,1.902
121,5,4771.476999999961
121,6,3714.546000000003
121,7,34736.882000000034
121,9,5764.06100000004
121,11,31813.69500000004
122,3,4.269
122,5,4799.293999999963
122,6,3733.8850000000057
122,7,34635.94399999999
122,9,5775.906000000047
122,11,31927.069000000058
123,3,2.632
123,5,4814.069999999959
123,6,3737.9119999999984
123,7,34084.56599999999
123,9,5766.284000000051
123,11,31234.476000000075
124,3,4.960999999999999
124,5,4747.22899999995
124,6,3695.454999999996
124,7,34539.215000000026
124,9,5657.32500000005
124,11,31778.37800000009
125,3,6.816
125,5,4840.1719999999605
125,6,3762.7049999999995
125,7,34837.33000000003
125,9,5826.0930000000435
125,11,31887.463000000054
126,3,3.74
126,5,4812.698999999964
126,6,3750.115000000003
126,7,34392.78200000007
126,9,5794.058000000036
126,11,31707.33600000005
127,3,5.555
127,5,4861.800999999961
127,6,3783.5999999999995
127,7,35817.72700000001
127,9,5803.115000000057
127,11,32843.4250000001
128,3,4.376
128,5,4807.033999999943
128,6,3755.0620000000067
128,7,34698.725000000006
128,9,5807.43500000005
128,11,31822.275000000063
129,3,4.812
129,5,4850.888999999954
129,6,3786.5320000000033
129,7,34784.396000000095
129,9,5799.640000000039
129,11,31948.818000000058
130,3,4.125
130,5,4872.9339999999465
130,6,3798.2099999999996
130,7,34366.12100000001
130,9,5746.319000000041
130,11,31562.839000000065
131,3,3.723
131,5,4827.199999999959
131,6,3741.6910000000007
131,7,35262.59200000004
131,9,5677.6250000000555
131,11,32322.541000000103
132,3,3.7390000000000008
132,5,4854.177999999964
132,6,3779.3939999999975
132,7,34514.65200000004
132,9,5704.838000000046
132,11,31555.252
133,3,2.513
133,5,4888.281999999964
133,6,3793.6620000000016
133,7,34114.18000000008
133,9,5717.657000000051
133,11,31397.880000000114
134,3,4.827999999999999
134,5,4828.242999999953
134,6,3759.4169999999963
134,7,34635.59700000006
134,9,5725.9540000000425
134,11,31656.55200000004
135,3,2.524
135,5,4854.044999999961
135,6,3783.1160000000036
135,7,35303.66000000002
135,9,5763.669000000036
135,11,32523.722000000107
136,3,6.216
136,5,4894.8249999999625
136,6,3805.5759999999973
136,7,33987.94100000001
136,9,5684.705000000049
136,11,31126.93199999997
137,3,6.829000000000001
137,5,4889.585999999956
137,6,3803.8339999999985
137,7,34454.47899999997
137,9,5680.125000000044
137,11,31584.67300000005
138,3,6.074
138,5,4908.534999999951
138,6,3805.898999999997
138,7,34385.21300000005
138,9,5689.2540000000545
138,11,31539.238999999972
139,0,6116.639000000001
139,3,4.547
139,5,4880.875999999941
139,6,3795.1820000000034
139,7,35030.15700000007
139,8,24180.00999999996
139,9,5709.709000000049
139,11,32094.402000000086
140,3,7.917999999999999
140,4,28794.257999999954
140,5,4787.290999999954
140,6,3736.743999999995
140,7,35382.68200000014
140,9,5690.532000000047
140,11,32318.035000000105
141,0,11212.112000000006
141,3,1.248
141,4,58612.196000000135
141,5,4830.965999999961
141,6,3744.132999999997
141,7,36563.00700000016
141,8,44320.55800000003
141,9,5686.488000000046
141,11,33447.14900000003
142,0,24694.271999999986
142,3,6.9159999999999995
142,4,55302.624999999985
142,5,4855.057999999951
142,6,3782.053999999992
142,7,35951.53700000013
142,8,97143.96699999986
142,9,20946.56900000005
142,11,32936.09300000006
143,0,11099.497999999992
143,3,6.013
143,4,21585.03099999999
143,5,4844.075999999958
143,6,3748.4529999999972
143,7,37482.293000000114
143,8,43623.298999999926
143,9,16771.320000000054
143,11,34343.59700000002
144,0,0.683
144,3,7.414999999999999
144,5,4880.484999999958
144,6,3804.908999999998
144,7,36088.11200000016
144,8,2.756
144,9,6624.608000000065
144,11,32995.58100000008
145,3,9.4
145,5,4880.618999999952
145,6,3793.183999999997
145,7,34678.19900000014
145,9,36356.74200000001
145,11,31775.36300000014
146,3,6.252
146,5,4873.349999999959
146,6,3778.383000000004
146,7,32969.64700000006
146,9,112769.97999999976
146,11,30317.10000000002
147,3,6.096
147,5,4824.077999999957
147,6,3766.4749999999963
147,7,35055.30700000005
147,9,20026.309999999892
147,11,32093.79200000009
148,3,8.636
148,5,4818.771999999969
148,6,3751.2039999999943
148,7,36049.4480000001
148,9,3362.2040000000275
148,11,33010.62100000007
149,3,6.611
149,5,4814.81099999995
149,6,3740.2469999999994
149,7,36144.11500000013
149,9,3328.446000000025
149,11,33095.3000000001
150,3,6.335999999999999
150,5,4813.422999999953
150,6,3744.7580000000044
150,7,34827.10700000005
150,9,3253.233000000029
150,11,32035.874000000083
151,3,3.58
151,5,4878.439999999949
151,6,3777.9699999999993
151,7,34625.13500000008
151,9,3260.0400000000295
151,11,31599.831000000064
152,3,2.937
152,5,4835.214999999961
152,6,3768.341000000001
152,7,34418.70900000001
152,9,3329.12900000003
152,11,31409.21900000007
153,3,2.93
153,5,4830.546999999958
153,6,3755.221000000005
153,7,35460.655999999966
153,9,3235.378000000024
153,11,32568.991000000096
154,3,5.5089999999999995
154,5,4841.6439999999575
154,6,3753.9620000000027
154,7,34712.91400000001
154,9,3363.7540000000367
154,11,31735.100000000075
155,3,3.5850000000000004
155,5,4780.00099999996
155,6,3722.772000000001
155,7,34423.481000000036
155,9,3358.7750000000306
155,11,31630.214000000098
156,3,3.786
156,5,4824.292999999959
156,6,3753.7430000000068
156,7,34610.45400000005
156,9,3191.6840000000243
156,11,31704.40100000003
157,3,3.12
157,5,4787.442999999962
157,6,3727.1430000000155
157,7,34564.5320000001
157,9,2156.796000000004
157,11,31703.522000000048
158,3,3.688
158,5,4850.7159999999585
158,6,3771.881000000002
158,7,35520.4320000001
158,9,2261.9660000000017
158,11,32489.643000000076
159,3,2.476
159,5,4823.388999999954
159,6,3752.147999999995
159,7,35307.139000000054
159,9,2102.117999999999
159,11,32367.14600000011
160,3,3.5800000000000005
160,5,4834.296999999963
160,6,3749.978999999994
160,7,35060.99800000008
160,9,2184.378000000003
160,11,32093.170000000093
161,3,4.519
161,5,4886.29199999996
161,6,3798.808000000004
161,7,35599.647000000085
161,9,2193.3320000000035
161,11,32557.710000000116
162,3,7.435999999999999
162,5,4829.695999999952
162,6,3776.6400000000035
162,7,35039.442000000075
162,9,21488.00200000007
162,11,32193.875000000044
163,3,10.927
163,5,4849.290999999951
163,6,3777.6260000000066
163,7,33922.44300000009
163,9,34688.62499999995
163,11,31232.635000000046
164,3,4.172000000000001
164,5,4830.827999999966
164,6,3754.5260000000017
164,7,35247.37100000006
164,9,17211.283000000065
164,11,32169.24400000009
165,3,1.96
165,5,4845.649999999949
165,6,3770.7810000000063
165,7,36093.64300000008
165,9,15258.748000000038
165,11,32918.286000000095
166,3,3.786
166,5,4744.150999999965
166,6,3669.1480000000006
166,7,34171.12000000011
166,9,33796.43999999995
166,11,31342.167000000012
167,3,5.607
167,5,4873.068999999971
167,6,3791.4650000000015
167,7,34254.994000000035
167,9,28612.639000000076
167,11,31337.206000000042
168,3,2.393
168,5,4887.143999999957
168,6,3793.7220000000125
168,7,34997.103000000105
168,9,5124.1430000000355
168,11,31995.76100000005
169,3,1.8559999999999999
169,5,4860.836999999947
169,6,3791.1240000000007
169,7,35654.62400000006
169,9,5292.188000000034
169,11,32567.93100000006
170,3,8.064
170,5,4535.897999999965
170,6,3545.9920000000043
170,7,34809.46700000008
170,9,5302.690000000052
170,11,31975.203
171,3,4.223
171,5,3561.046999999981
171,6,2774.784999999998
171,7,34274.745000000075
171,9,5237.805000000038
171,11,31427.488000000038
172,3,4.242999999999999
172,5,4713.18699999996
172,6,3657.5229999999992
172,7,33803.31200000009
172,9,5144.662000000034
172,11,30996.418000000027
173,3,8.652
173,5,4800.21299999996
173,6,3728.365000000003
173,7,35506.33300000004
173,9,5916.387000000035
173,11,32372.156000000065
174,3,7.286
174,5,4811.676999999962
174,6,3742.842999999996
174,7,34758.904
174,9,2917.8930000000255
174,11,31930.916000000067
175,3,9.94
175,5,4835.015999999959
175,6,3743.4239999999977
175,7,34701.501000000026
175,9,2925.94700000002
175,11,31902.527000000016
176,3,10.718
176,5,4787.858999999951
176,6,3726.513999999999
176,7,35173.031000000134
176,9,2924.5700000000234
176,11,32360.508000000063
177,3,8.050999999999998
177,5,4761.974999999952
177,6,3709.974
177,7,35518.13000000005
177,9,2923.818000000025
177,11,32481.61500000008
178,3,6.2250000000000005
178,5,4770.994999999951
178,6,3707.706000000003
178,7,34919.16700000001
178,9,2920.198000000034
178,11,32019.386000000082
179,3,6.225
179,5,4807.066999999957
179,6,3746.4350000000063
179,7,34844.273999999976
179,9,2924.7220000000316
179,11,31773.061000000063
180,3,3.003
180,5,4794.345999999952
180,6,3723.9090000000037
180,7,34500.46500000002
180,9,2917.661000000032
180,11,31640.244000000006
181,3,4.189
181,5,4866.049999999963
181,6,3768.0330000000035
181,7,34674.43699999996
181,9,2922.1510000000217
181,11,31784.07399999998
182,3,1.282
182,5,4814.339999999958
182,6,3754.471
182,7,34663.05800000005
182,9,2922.8200000000293
182,11,31760.729000000105
183,3,4.9799999999999995
183,5,4639.527999999968
183,6,3610.715000000003
183,7,34498.831999999966
183,9,2924.4550000000268
183,11,31424.55299999998
184,3,3.1450000000000005
184,5,4701.78099999996
184,6,3666.4509999999977
184,7,35116.612000000045
184,9,2925.203000000027
184,11,32260.811000000074
185,3,3.7450000000000006
185,5,4821.483999999966
185,6,3771.5930000000044
185,7,35418.810000000005
185,9,2920.4880000000303
185,11,32462.351000000057
186,3,2.42
186,5,4734.354999999955
186,6,3680.1440000000002
186,7,34798.44999999999
186,9,2908.8690000000274
186,11,31825.28600000003
187,3,6.5729999999999995
187,5,4627.647999999954
187,6,3605.7090000000026
187,7,34750.01400000012
187,9,2920.1320000000233
187,11,31858.37000000007
188,3,4.961
188,5,4838.069999999958
188,6,3751.333000000001
188,7,36693.90600000013
188,9,2919.027000000023
188,11,33528.38400000011
189,3,0.616
189,4,18078.167
189,5,4863.769999999957
189,6,3787.153000000002
189,7,37244.10900000013
189,9,2924.3740000000275
189,11,34126.20900000002
190,3,5.6209999999999996
190,5,115535.87499999978
190,6,89596.14000000012
190,7,35702.352000000064
190,9,2920.640000000029
190,11,32853.32400000007
191,3,4.369
191,5,102017.27100000027
191,6,79787.03500000143
191,7,35782.912000000084
191,9,2912.6040000000235
191,11,32753.643000000102
192,3,1.657
192,5,5753.78199999994
192,6,4485.495999999994
192,7,35779.4390000001
192,9,6959.781000000016
192,11,32882.87500000009
193,3,5.414999999999999
193,5,4757.37999999996
193,6,3701.0700000000015
193,7,34815.03200000012
193,9,18627.48999999998
193,11,31903.26000000004
194,3,3.065
194,5,4793.171999999952
194,6,3739.2509999999993
194,7,34851.664000000106
194,9,6660.8610000000845
194,11,31899.211000000054
195,3,5.816999999999999
195,5,4796.626999999952
195,6,3725.773999999996
195,7,34795.70200000004
195,9,3932.08900000002
195,11,32047.130000000096
196,3,5.481
196,5,4817.716999999951
196,6,3753.630999999999
196,7,36933.33300000004
196,9,3731.644000000023
196,11,33811.868000000104
197,3,3.713
197,5,4768.158999999956
197,6,3708.932
197,7,36324.898000000074
197,9,3654.90500000003
197,11,33199.20800000009
198,3,6.611999999999999
198,5,4846.0669999999545
198,6,3761.293999999998
198,7,35588.980000000105
198,9,3740.550000000028
198,11,32500.53100000008
199,3,6.132
199,4,8262.286999999993
199,5,4817.291999999965
199,6,3747.159999999992
199,7,35470.214000000065
199,9,3714.0050000000247
199,11,32606.51300000011
200,2,3115.3479999999995
200,3,10.373999999999997
200,5,4848.877999999971
200,6,3746.6609999999973
200,7,36051.020000000026
200,9,3626.4380000000247
200,11,32929.174000000065
201,2,71999.89699999976
201,3,4.3660000000000005
201,5,4763.817999999952
201,6,3696.067000000002
201,7,36167.15200000008
201,9,2722.2340000000145
201,11,32970.847000000074
202,2,58419.71499999994
202,3,3.4739999999999998
202,5,204955.97500000033
202,6,158859.5840000001
202,7,35294.574000000066
202,9,1741.7329999999977
202,11,32337.229000000032
203,2,45852.86299999994
203,3,2.83
203,5,149250.13499999986
203,6,116261.1010000001
203,7,35210.15900000009
203,9,1791.9330000000004
203,11,32292.374000000113
204,2,24172.464000000055
204,3,4.412999999999999
204,5,82069.9829999999
204,6,63646.10000000003
204,7,35847.7770000001
204,9,1715.142999999999
204,11,32891.56700000006
205,2,1985.802999999999
205,3,2.4779999999999998
205,5,5931.804999999999
205,6,4614.185
205,7,35627.49499999997
205,9,1643.6669999999979
205,11,32492.048000000093
206,3,1.8320000000000003
206,7,35055.18100000003
206,9,1679.9609999999982
206,11,32200.293000000067
207,2,21981.60999999984
207,3,3.273
207,5,74981.24699999986
207,6,58489.27499999975
207,7,35266.01300000004
207,9,1720.3909999999985
207,11,32292.718000000055
208,2,18644.816999999868
208,3,2.382
208,5,7027.222000000012
208,6,5452.804000000011
208,7,36142.89200000007
208,9,1716.3619999999994
208,11,33151.36800000005
209,2,18261.96999999984
209,3,2.4469999999999996
209,5,7040.603000000012
209,6,5477.410999999997
209,7,35123.6080000001
209,9,1728.557
209,11,32282.568000000058
210,2,53943.966999999895
210,3,3.336
210,5,177909.11199999994
210,6,138721.46199999982
210,7,35461.72500000011
210,9,1673.8499999999992
210,11,32422.608000000095
211,2,71088.13799999985
211,3,1.9530000000000003
211,5,253350.3910000012
211,6,195662.93700000056
