min,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
10694,9900.602,1,1,1,1,1,1,1,1,1,1,1
10695,11431.744999999999,1,1,1,1,1,1,1,1,1,1,1
10696,11577.323,1,1,1,1,1,1,1,1,1,1,1
10697,11238.166,1,1,1,1,1,1,1,1,1,1,1
10698,12170.415999999997,1,1,1,1,1,1,1,1,1,1,1
10699,11776.472000000005,1,1,1,1,1,1,1,1,1,1,1
10700,11754.393000000004,1,1,1,1,1,1,1,1,1,1,1
10701,10019.120999999994,1,1,1,1,1,1,1,1,1,1,1
10702,11876.569999999998,1,1,1,1,1,1,1,1,1,1,1
10703,11597.436999999998,1,1,1,1,1,1,1,1,1,1,1
10704,11632.328000000001,1,1,1,1,1,1,1,1,1,1,1
10705,11844.445999999998,1,1,1,1,1,1,1,1,1,1,1
10706,11925.415999999997,1,1,1,1,1,1,1,1,1,1,1
10707,12699.98,1,1,1,1,1,1,1,1,1,1,1
10708,12331.402999999997,1,1,1,1,1,1,1,1,1,1,1
10709,11505.344000000001,1,1,1,1,1,1,1,1,1,1,1
10710,11149.155999999997,1,1,1,1,1,1,1,1,1,1,1
10711,12056.403999999997,1,1,1,1,1,1,1,1,1,1,1
10712,11955.067999999997,1,1,1,1,1,1,1,1,1,1,1
10713,12201.615000000003,1,1,1,1,1,1,1,1,1,1,1
10714,11185.720999999994,1,1,1,1,1,1,1,1,1,1,1
10715,12160.424999999997,1,1,1,1,1,1,1,1,1,1,1
10716,12513.521,1,1,1,1,1,1,1,1,1,1,1
10717,11488.536999999998,1,1,1,1,1,1,1,1,1,1,1
10718,12468.553999999993,1,1,1,1,1,1,1,1,1,1,1
10719,11702.477,1,1,1,1,1,1,1,1,1,1,1
10720,11184.749,1,1,1,1,1,1,1,1,1,1,1
10721,12353.730000000001,1,1,1,1,1,1,1,1,1,1,1
10722,10736.797,1,1,1,1,1,1,1,1,1,1,1
10723,12163.687999999998,1,1,1,1,1,1,1,1,1,1,1
10724,11439.395000000002,1,1,1,1,1,1,1,1,1,1,1
10725,11297.281000000003,1,1,1,1,1,1,1,1,1,1,1
10726,12398.885000000004,1,1,1,1,1,1,1,1,1,1,1
10727,12111.143000000004,1,1,1,1,1,1,1,1,1,1,1
10728,11147.166,1,1,1,1,1,1,1,1,1,1,1
10729,11025.405,1,1,1,1,1,1,1,1,1,1,1
10730,12179.96,1,1,1,1,1,1,1,1,1,1,1
10731,12521.123,1,1,1,1,1,1,1,1,1,1,1
10732,11961.308,1,1,1,1,1,1,1,1,1,1,1
10733,11577.583999999999,1,1,1,1,1,1,1,1,1,1,1
10734,11146.163999999999,1,1,1,1,1,1,1,1,1,1,1
10735,11275.191,1,1,1,1,1,1,1,1,1,1,1
10736,11671.965000000002,1,1,1,1,1,1,1,1,1,1,1
10737,11604.373999999998,1,1,1,1,1,1,1,1,1,1,1
10738,12174.041,1,1,1,1,1,1,1,1,1,1,1
10739,11554.044000000004,1,1,1,1,1,1,1,1,1,1,1
10740,12214.777999999997,1,1,1,1,1,1,1,1,1,1,1
10741,12060.456,1,1,1,1,1,1,1,1,1,1,1
10742,12284.251,1,1,1,1,1,1,1,1,1,1,1
10743,12268.700999999997,1,1,1,1,1,1,1,1,1,1,1
10744,10995.466000000002,1,1,1,1,1,1,1,1,1,1,1
10745,12331.792,1,1,1,1,1,1,1,1,1,1,1
10746,11082.658,1,1,1,1,1,1,1,1,1,1,1
10747,12669.127000000004,1,1,1,1,1,1,1,1,1,1,1
10748,11658.273999999998,1,1,1,1,1,1,1,1,1,1,1
10749,11554.397000000004,1,1,1,1,1,1,1,1,1,1,1
10750,11679.979,1,1,1,1,1,1,1,1,1,1,1
10751,10901.664999999999,1,1,1,1,1,1,1,1,1,1,1
10752,10699.472000000003,1,1,1,1,1,1,1,1,1,1,1
10753,11673.228999999998,1,1,1,1,1,1,1,1,1,1,1
10754,11911.545999999998,1,1,1,1,1,1,1,1,1,1,1
10755,11009.238999999996,1,1,1,1,1,1,1,1,1,1,1
10756,11509.514,1,1,1,1,1,1,1,1,1,1,1
10757,11026.316,1,1,1,1,1,1,1,1,1,1,1
10758,12129.395000000006,1,1,1,1,1,1,1,1,1,1,1
10759,11851.297000000004,1,1,1,1,1,1,1,1,1,1,1
10760,13130.613,1,1,1,1,1,1,1,1,1,1,1
10761,11960.239000000001,1,1,1,1,1,1,1,1,1,1,1
10762,11756.024,1,1,1,1,1,1,1,1,1,1,1
10763,6736.579000000001,1,1,1,1,1,1,1,1,1,1,1
783,8090.371999999999,1,1,1,1,1,1,1,1,1,1,1
784,9756.385999999999,1,1,1,1,1,1,1,1,1,1,1
785,10346.225000000002,1,1,1,1,1,1,1,1,1,1,1
786,10898.8,1,1,1,1,1,1,1,1,1,1,1
787,11087.264,1,1,1,1,1,1,1,1,1,1,1
788,10521.832,1,1,1,1,1,1,1,1,1,1,1
789,10699.001000000002,1,1,1,1,1,1,1,1,1,1,1
790,11346.188999999993,1,1,1,1,1,1,1,1,1,1,1
791,10097.93,1,1,1,1,1,1,1,1,1,1,1
792,11680.289,1,1,1,1,1,1,1,1,1,1,1
793,11486.750999999997,1,1,1,1,1,1,1,1,1,1,1
794,11155.490000000002,1,1,1,1,1,1,1,1,1,1,1
795,10286.621,1,1,1,1,1,1,1,1,1,1,1
796,11494.884,1,1,1,1,1,1,1,1,1,1,1
797,10240.62,1,1,1,1,1,1,1,1,1,1,1
798,10827.714999999997,1,1,1,1,1,1,1,1,1,1,1
799,11010.684,1,1,1,1,1,1,1,1,1,1,1
800,11339.057999999997,1,1,1,1,1,1,1,1,1,1,1
801,11439.080000000002,1,1,1,1,1,1,1,1,1,1,1
802,12060.057000000003,1,1,1,1,1,1,1,1,1,1,1
803,10851.176,1,1,1,1,1,1,1,1,1,1,1
804,10347.035,1,1,1,1,1,1,1,1,1,1,1
805,11435.518000000004,1,1,1,1,1,1,1,1,1,1,1
806,11218.967,1,1,1,1,1,1,1,1,1,1,1
807,10729.431000000004,1,1,1,1,1,1,1,1,1,1,1
808,10606.195000000002,1,1,1,1,1,1,1,1,1,1,1
809,11696.918,1,1,1,1,1,1,1,1,1,1,1
810,10882.971000000007,1,1,1,1,1,1,1,1,1,1,1
811,10888.892999999998,1,1,1,1,1,1,1,1,1,1,1
812,10316.595,1,1,1,1,1,1,1,1,1,1,1
813,11726.643,1,1,1,1,1,1,1,1,1,1,1
814,10793.965,1,1,1,1,1,1,1,1,1,1,1
815,11013.148999999998,1,1,1,1,1,1,1,1,1,1,1
816,11777.786000000002,1,1,1,1,1,1,1,1,1,1,1
817,11292.11,1,1,1,1,1,1,1,1,1,1,1
818,10191.817,1,1,1,1,1,1,1,1,1,1,1
819,10912.263000000003,1,1,1,1,1,1,1,1,1,1,1
820,10679.911000000004,1,1,1,1,1,1,1,1,1,1,1
821,9937.068999999998,1,1,1,1,1,1,1,1,1,1,1
822,10745.699999999995,1,1,1,1,1,1,1,1,1,1,1
823,10278.117000000002,1,1,1,1,1,1,1,1,1,1,1
824,10725.136999999995,1,1,1,1,1,1,1,1,1,1,1
825,11293.012,1,1,1,1,1,1,1,1,1,1,1
826,10523.272999999996,1,1,1,1,1,1,1,1,1,1,1
827,11368.274,1,1,1,1,1,1,1,1,1,1,1
828,10878.123999999998,1,1,1,1,1,1,1,1,1,1,1
829,10985.769000000002,1,1,1,1,1,1,1,1,1,1,1
830,10141.091999999999,1,1,1,1,1,1,1,1,1,1,1
831,11128.358000000002,1,1,1,1,1,1,1,1,1,1,1
832,10622.999000000002,1,1,1,1,1,1,1,1,1,1,1
833,2807.0699999999997,1,1,1,1,1,1,1,1,1,1,1
10763,4975.070000000001,1,1,1,1,1,1,1,1,1,1,1
10764,11579.370999999997,1,1,1,1,1,1,1,1,1,1,1
10765,12027.610999999994,1,1,1,1,1,1,1,1,1,1,1
10766,12383.530999999999,1,1,1,1,1,1,1,1,1,1,1
10767,11381.966999999997,1,1,1,1,1,1,1,1,1,1,1
10768,11660.480999999998,1,1,1,1,1,1,1,1,1,1,1
10769,11687.465,1,1,1,1,1,1,1,1,1,1,1
10770,12564.856000000003,1,1,1,1,1,1,1,1,1,1,1
10771,12020.336999999998,1,1,1,1,1,1,1,1,1,1,1
10772,11819.018000000002,1,1,1,1,1,1,1,1,1,1,1
10773,12988.213999999998,1,1,1,1,1,1,1,1,1,1,1
10774,11904.432000000004,1,1,1,1,1,1,1,1,1,1,1
10775,12758.816,1,1,1,1,1,1,1,1,1,1,1
10776,12241.376000000002,1,1,1,1,1,1,1,1,1,1,1
10777,11340.506999999998,1,1,1,1,1,1,1,1,1,1,1
10778,11347.312,1,1,1,1,1,1,1,1,1,1,1
10779,11846.344000000003,1,1,1,1,1,1,1,1,1,1,1
10780,11326.488000000001,1,1,1,1,1,1,1,1,1,1,1
10781,10971.635000000002,1,1,1,1,1,1,1,1,1,1,1
10782,10936.121999999996,1,1,1,1,1,1,1,1,1,1,1
10783,11239.561999999996,1,1,1,1,1,1,1,1,1,1,1
10784,11881.188999999997,1,1,1,1,1,1,1,1,1,1,1
10785,11668.690000000002,1,1,1,1,1,1,1,1,1,1,1
10786,10769.771999999999,1,1,1,1,1,1,1,1,1,1,1
10787,11997.523000000001,1,1,1,1,1,1,1,1,1,1,1
10788,11778.372,1,1,1,1,1,1,1,1,1,1,1
10789,11992.372000000005,1,1,1,1,1,1,1,1,1,1,1
10790,10628.75,1,1,1,1,1,1,1,1,1,1,1
10791,10554.670000000002,1,1,1,1,1,1,1,1,1,1,1
10792,11629.252,1,1,1,1,1,1,1,1,1,1,1
10793,12509.768000000004,1,1,1,1,1,1,1,1,1,1,1
10794,11504.962999999994,1,1,1,1,1,1,1,1,1,1,1
10795,11624.024999999996,1,1,1,1,1,1,1,1,1,1,1
10796,11130.603000000001,1,1,1,1,1,1,1,1,1,1,1
10797,12132.649000000001,1,1,1,1,1,1,1,1,1,1,1
10798,12244.523000000001,1,1,1,1,1,1,1,1,1,1,1
10799,11772.826999999997,1,1,1,1,1,1,1,1,1,1,1
10800,11482.812000000005,1,1,1,1,1,1,1,1,1,1,1
10801,12718.543999999998,1,1,1,1,1,1,1,1,1,1,1
10802,11729.594000000003,1,1,1,1,1,1,1,1,1,1,1
10803,11723.309000000003,1,1,1,1,1,1,1,1,1,1,1
10804,12082.353000000001,1,1,1,1,1,1,1,1,1,1,1
10805,11112.275999999998,1,1,1,1,1,1,1,1,1,1,1
10806,11757.960000000003,1,1,1,1,1,1,1,1,1,1,1
10807,11822.795000000002,1,1,1,1,1,1,1,1,1,1,1
10808,11786.465999999999,1,1,1,1,1,1,1,1,1,1,1
10809,10517.625,1,1,1,1,1,1,1,1,1,1,1
10810,10602.309000000003,1,1,1,1,1,1,1,1,1,1,1
10811,11906.455999999998,1,1,1,1,1,1,1,1,1,1,1
10812,12362.867999999999,1,1,1,1,1,1,1,1,1,1,1
10813,11960.296999999999,1,1,1,1,1,1,1,1,1,1,1
10814,11470.361999999996,1,1,1,1,1,1,1,1,1,1,1
10815,11934.210000000003,1,1,1,1,1,1,1,1,1,1,1
10816,12033.777000000002,1,1,1,1,1,1,1,1,1,1,1
10817,12223.272999999996,1,1,1,1,1,1,1,1,1,1,1
10818,11218.862000000001,1,1,1,1,1,1,1,1,1,1,1
10819,12265.89,1,1,1,1,1,1,1,1,1,1,1
10820,11524.602,1,1,1,1,1,1,1,1,1,1,1
10821,11179.949999999997,1,1,1,1,1,1,1,1,1,1,1
10822,12036.883000000002,1,1,1,1,1,1,1,1,1,1,1
10823,12304.751000000006,1,1,1,1,1,1,1,1,1,1,1
10824,12535.043,1,1,1,1,1,1,1,1,1,1,1
10825,12727.478,1,1,1,1,1,1,1,1,1,1,1
10826,11296.061999999998,1,1,1,1,1,1,1,1,1,1,1
10827,11055.319999999998,1,1,1,1,1,1,1,1,1,1,1
10828,11116.816,1,1,1,1,1,1,1,1,1,1,1
10829,10612.988000000001,1,1,1,1,1,1,1,1,1,1,1
10830,11275.242000000002,1,1,1,1,1,1,1,1,1,1,1
10831,10744.019,1,1,1,1,1,1,1,1,1,1,1
10832,11690.327000000003,1,1,1,1,1,1,1,1,1,1,1
10833,12381.221999999998,1,1,1,1,1,1,1,1,1,1,1
10834,10865.448999999995,1,1,1,1,1,1,1,1,1,1,1
10835,12136.443999999998,1,1,1,1,1,1,1,1,1,1,1
10836,12195.684999999994,1,1,1,1,1,1,1,1,1,1,1
10837,11660.311,1,1,1,1,1,1,1,1,1,1,1
10838,11252.805000000004,1,1,1,1,1,1,1,1,1,1,1
10839,12235.318,1,1,1,1,1,1,1,1,1,1,1
10840,11214.455000000002,1,1,1,1,1,1,1,1,1,1,1
10841,11645.363000000001,1,1,1,1,1,1,1,1,1,1,1
10842,10566.789000000002,1,1,1,1,1,1,1,1,1,1,1
10843,10559.437,1,1,1,1,1,1,1,1,1,1,1
10844,11581.366999999995,1,1,1,1,1,1,1,1,1,1,1
10845,10540.465,1,1,1,1,1,1,1,1,1,1,1
10846,11558.274000000003,1,1,1,1,1,1,1,1,1,1,1
10847,11848.770999999995,1,1,1,1,1,1,1,1,1,1,1
10848,12042.481000000002,1,1,1,1,1,1,1,1,1,1,1
10849,10472.681999999995,1,1,1,1,1,1,1,1,1,1,1
10850,10814.796,1,1,1,1,1,1,1,1,1,1,1
10851,11785.556999999999,1,1,1,1,1,1,1,1,1,1,1
10852,11359.600000000002,1,1,1,1,1,1,1,1,1,1,1
10853,11906.381000000003,1,1,1,1,1,1,1,1,1,1,1
10854,11477.260999999999,1,1,1,1,1,1,1,1,1,1,1
10855,11869.506,1,1,1,1,1,1,1,1,1,1,1
10856,11418.186,1,1,1,1,1,1,1,1,1,1,1
10857,11720.314999999997,1,1,1,1,1,1,1,1,1,1,1
10858,12434.902000000002,1,1,1,1,1,1,1,1,1,1,1
10859,11558.982,1,1,1,1,1,1,1,1,1,1,1
10860,11618.092000000002,1,1,1,1,1,1,1,1,1,1,1
10861,10711.598000000002,1,1,1,1,1,1,1,1,1,1,1
10862,11038.546,1,1,1,1,1,1,1,1,1,1,1
10863,11635.141999999998,1,1,1,1,1,1,1,1,1,1,1
10864,10728.004999999996,1,1,1,1,1,1,1,1,1,1,1
10865,12513.294,1,1,1,1,1,1,1,1,1,1,1
10866,11316.432000000003,1,1,1,1,1,1,1,1,1,1,1
10867,11617.182000000003,1,1,1,1,1,1,1,1,1,1,1
10868,12792.981999999995,1,1,1,1,1,1,1,1,1,1,1
10869,11498.773999999998,1,1,1,1,1,1,1,1,1,1,1
10870,11414.583,1,1,1,1,1,1,1,1,1,1,1
10871,11786.167000000001,1,1,1,1,1,1,1,1,1,1,1
10872,11594.895999999997,1,1,1,1,1,1,1,1,1,1,1
10873,12633.174999999997,1,1,1,1,1,1,1,1,1,1,1
10874,12103.116,1,1,1,1,1,1,1,1,1,1,1
10875,11106.656999999997,1,1,1,1,1,1,1,1,1,1,1
10876,10930.756000000001,1,1,1,1,1,1,1,1,1,1,1
10877,11985.169000000004,1,1,1,1,1,1,1,1,1,1,1
10878,11444.483999999997,1,1,1,1,1,1,1,1,1,1,1
10879,11955.871000000001,1,1,1,1,1,1,1,1,1,1,1
10880,11076.790999999997,1,1,1,1,1,1,1,1,1,1,1
10881,11245.415,1,1,1,1,1,1,1,1,1,1,1
10882,12265.087999999998,1,1,1,1,1,1,1,1,1,1,1
10883,11933.744999999999,1,1,1,1,1,1,1,1,1,1,1
10884,12814.471999999996,1,1,1,1,1,1,1,1,1,1,1
10885,11530.459000000003,1,1,1,1,1,1,1,1,1,1,1
10886,11380.702000000001,1,1,1,1,1,1,1,1,1,1,1
10887,10770.54,1,1,1,1,1,1,1,1,1,1,1
10888,11354.434999999998,1,1,1,1,1,1,1,1,1,1,1
10889,11613.336000000001,1,1,1,1,1,1,1,1,1,1,1
10890,11703.889999999996,1,1,1,1,1,1,1,1,1,1,1
10891,11522.302000000003,1,1,1,1,1,1,1,1,1,1,1
10892,11500.051999999998,1,1,1,1,1,1,1,1,1,1,1
10893,10743.734999999999,1,1,1,1,1,1,1,1,1,1,1
10894,10975.921000000006,1,1,1,1,1,1,1,1,1,1,1
10895,12162.668000000001,1,1,1,1,1,1,1,1,1,1,1
10896,11309.415000000005,1,1,1,1,1,1,1,1,1,1,1
10897,11773.045999999998,1,1,1,1,1,1,1,1,1,1,1
10898,10760.271999999999,1,1,1,1,1,1,1,1,1,1,1
10899,11191.279000000002,1,1,1,1,1,1,1,1,1,1,1
10900,12144.579999999994,1,1,1,1,1,1,1,1,1,1,1
10901,12581.144,1,1,1,1,1,1,1,1,1,1,1
10902,12095.977999999996,1,1,1,1,1,1,1,1,1,1,1
10903,10935.138999999997,1,1,1,1,1,1,1,1,1,1,1
10904,12851.702999999998,1,1,1,1,1,1,1,1,1,1,1
10905,11185.774,1,1,1,1,1,1,1,1,1,1,1
10906,11799.420000000002,1,1,1,1,1,1,1,1,1,1,1
10907,12696.319000000001,1,1,1,1,1,1,1,1,1,1,1
10908,12511.774999999998,1,1,1,1,1,1,1,1,1,1,1
10909,11515.377000000002,1,1,1,1,1,1,1,1,1,1,1
10910,11771.359,1,1,1,1,1,1,1,1,1,1,1
10911,11522.257,1,1,1,1,1,1,1,1,1,1,1
10912,12407.661,1,1,1,1,1,1,1,1,1,1,1
10913,10847.528999999999,1,1,1,1,1,1,1,1,1,1,1
10914,11101.507999999998,1,1,1,1,1,1,1,1,1,1,1
10915,11419.906999999997,1,1,1,1,1,1,1,1,1,1,1
10916,12269.515000000001,1,1,1,1,1,1,1,1,1,1,1
10917,11265.45,1,1,1,1,1,1,1,1,1,1,1
10918,12327.311,1,1,1,1,1,1,1,1,1,1,1
10919,11387.671000000002,1,1,1,1,1,1,1,1,1,1,1
10920,11833.953999999998,1,1,1,1,1,1,1,1,1,1,1
10921,12574.098,1,1,1,1,1,1,1,1,1,1,1
10922,11990.111000000003,1,1,1,1,1,1,1,1,1,1,1
10923,12897.333999999999,1,1,1,1,1,1,1,1,1,1,1
10924,12905.779,1,1,1,1,1,1,1,1,1,1,1
10925,11649.228000000003,1,1,1,1,1,1,1,1,1,1,1
10926,12213.434000000003,1,1,1,1,1,1,1,1,1,1,1
10927,11626.123999999998,1,1,1,1,1,1,1,1,1,1,1
10928,11079.152000000004,1,1,1,1,1,1,1,1,1,1,1
10929,11780.217999999999,1,1,1,1,1,1,1,1,1,1,1
10930,12079.420999999997,1,1,1,1,1,1,1,1,1,1,1
10931,10954.030999999995,1,1,1,1,1,1,1,1,1,1,1
10932,11785.583000000002,1,1,1,1,1,1,1,1,1,1,1
10933,12195.667000000001,1,1,1,1,1,1,1,1,1,1,1
10934,11893.390000000001,1,1,1,1,1,1,1,1,1,1,1
10935,11274.522,1,1,1,1,1,1,1,1,1,1,1
10936,11718.027999999998,1,1,1,1,1,1,1,1,1,1,1
10937,11356.060000000001,1,1,1,1,1,1,1,1,1,1,1
10938,11295.463999999998,1,1,1,1,1,1,1,1,1,1,1
10939,12188.721000000003,1,1,1,1,1,1,1,1,1,1,1
10940,10391.113000000001,1,1,1,1,1,1,1,1,1,1,1
10941,10757.079,1,1,1,1,1,1,1,1,1,1,1
10942,11739.052999999998,1,1,1,1,1,1,1,1,1,1,1
10943,12397.532000000005,1,1,1,1,1,1,1,1,1,1,1
10944,12378.8,1,1,1,1,1,1,1,1,1,1,1
10945,11878.391,1,1,1,1,1,1,1,1,1,1,1
10946,10534.076999999997,1,1,1,1,1,1,1,1,1,1,1
10947,12485.103999999998,1,1,1,1,1,1,1,1,1,1,1
10948,11228.020999999993,1,1,1,1,1,1,1,1,1,1,1
10949,12246.665999999997,1,1,1,1,1,1,1,1,1,1,1
10950,11469.327000000003,1,1,1,1,1,1,1,1,1,1,1
10951,11546.387,1,1,1,1,1,1,1,1,1,1,1
10952,12079.941,1,1,1,1,1,1,1,1,1,1,1
10953,12159.008,1,1,1,1,1,1,1,1,1,1,1
10954,10772.936000000005,1,1,1,1,1,1,1,1,1,1,1
10955,11265.026000000002,1,1,1,1,1,1,1,1,1,1,1
10956,11853.046,1,1,1,1,1,1,1,1,1,1,1
10957,12445.029,1,1,1,1,1,1,1,1,1,1,1
10958,11838.213,1,1,1,1,1,1,1,1,1,1,1
10959,11378.436999999996,1,1,1,1,1,1,1,1,1,1,1
10960,12177.717,1,1,1,1,1,1,1,1,1,1,1
10961,12528.296,1,1,1,1,1,1,1,1,1,1,1
10962,11325.907000000005,1,1,1,1,1,1,1,1,1,1,1
10963,11933.474999999999,1,1,1,1,1,1,1,1,1,1,1
10964,12169.299999999997,1,1,1,1,1,1,1,1,1,1,1
10965,11609.224999999997,1,1,1,1,1,1,1,1,1,1,1
10966,12388.383999999998,1,1,1,1,1,1,1,1,1,1,1
10967,11712.473999999997,1,1,1,1,1,1,1,1,1,1,1
10968,10807.075999999997,1,1,1,1,1,1,1,1,1,1,1
10969,12085.062,1,1,1,1,1,1,1,1,1,1,1
10970,12156.636999999997,1,1,1,1,1,1,1,1,1,1,1
10971,12963.914000000004,1,1,1,1,1,1,1,1,1,1,1
10972,11865.903000000004,1,1,1,1,1,1,1,1,1,1,1
10973,11868.215000000004,1,1,1,1,1,1,1,1,1,1,1
10974,12312.793,1,1,1,1,1,1,1,1,1,1,1
10975,12119.254,1,1,1,1,1,1,1,1,1,1,1
10976,11997.678,1,1,1,1,1,1,1,1,1,1,1
10977,11927.556999999999,1,1,1,1,1,1,1,1,1,1,1
10978,11581.892,1,1,1,1,1,1,1,1,1,1,1
10979,12162.248999999996,1,1,1,1,1,1,1,1,1,1,1
10980,11890.217,1,1,1,1,1,1,1,1,1,1,1
10981,12413.862999999998,1,1,1,1,1,1,1,1,1,1,1
10982,11301.675000000003,1,1,1,1,1,1,1,1,1,1,1
10983,11686.811000000003,1,1,1,1,1,1,1,1,1,1,1
10984,11570.186,1,1,1,1,1,1,1,1,1,1,1
10985,12110.117,1,1,1,1,1,1,1,1,1,1,1
10986,12405.776000000005,1,1,1,1,1,1,1,1,1,1,1
10987,11578.757,1,1,1,1,1,1,1,1,1,1,1
10988,12333.671000000004,1,1,1,1,1,1,1,1,1,1,1
10989,10978.461999999998,1,1,1,1,1,1,1,1,1,1,1
10990,11939.930000000002,1,1,1,1,1,1,1,1,1,1,1
10991,11135.664999999997,1,1,1,1,1,1,1,1,1,1,1
10992,12019.921,1,1,1,1,1,1,1,1,1,1,1
10993,11764.703000000003,1,1,1,1,1,1,1,1,1,1,1
10994,12386.394,1,1,1,1,1,1,1,1,1,1,1
10995,11425.703000000001,1,1,1,1,1,1,1,1,1,1,1
10996,11872.622999999998,1,1,1,1,1,1,1,1,1,1,1
10997,11044.651999999996,1,1,1,1,1,1,1,1,1,1,1
10998,11743.263,1,1,1,1,1,1,1,1,1,1,1
10999,12090.378999999999,1,1,1,1,1,1,1,1,1,1,1
11000,12139.433000000003,1,1,1,1,1,1,1,1,1,1,1
11001,10208.042999999996,1,1,1,1,1,1,1,1,1,1,1
11002,11685.150000000001,1,1,1,1,1,1,1,1,1,1,1
11003,11685.418000000001,1,1,1,1,1,1,1,1,1,1,1
11004,11617.967999999999,1,1,1,1,1,1,1,1,1,1,1
11005,11890.764000000001,1,1,1,1,1,1,1,1,1,1,1
11006,10589.015000000003,1,1,1,1,1,1,1,1,1,1,1
11007,11726.057,1,1,1,1,1,1,1,1,1,1,1
11008,10578.907,1,1,1,1,1,1,1,1,1,1,1
11009,11476.974999999999,1,1,1,1,1,1,1,1,1,1,1
11010,11781.575,1,1,1,1,1,1,1,1,1,1,1
11011,10015.849999999999,1,1,1,1,1,1,1,1,1,1,1
11012,12253.196,1,1,1,1,1,1,1,1,1,1,1
11013,12969.494999999999,1,1,1,1,1,1,1,1,1,1,1
11014,11607.609999999999,1,1,1,1,1,1,1,1,1,1,1
11015,11912.338999999996,1,1,1,1,1,1,1,1,1,1,1
11016,12047.959999999997,1,1,1,1,1,1,1,1,1,1,1
11017,11656.665000000003,1,1,1,1,1,1,1,1,1,1,1
11018,11559.132999999998,1,1,1,1,1,1,1,1,1,1,1
11019,11138.914000000002,1,1,1,1,1,1,1,1,1,1,1
11020,11322.054000000004,1,1,1,1,1,1,1,1,1,1,1
11021,11608.807999999995,1,1,1,1,1,1,1,1,1,1,1
11022,11795.076999999994,1,1,1,1,1,1,1,1,1,1,1
11023,10523.510999999999,1,1,1,1,1,1,1,1,1,1,1
11024,11862.695000000003,1,1,1,1,1,1,1,1,1,1,1
11025,9932.255000000001,1,1,1,1,1,1,1,1,1,1,1
11026,11379.830999999998,1,1,1,1,1,1,1,1,1,1,1
11027,12131.749000000003,1,1,1,1,1,1,1,1,1,1,1
11028,12142.139,1,1,1,1,1,1,1,1,1,1,1
11029,12026.227000000004,1,1,1,1,1,1,1,1,1,1,1
11030,11718.953999999996,1,1,1,1,1,1,1,1,1,1,1
11031,11347.551000000001,1,1,1,1,1,1,1,1,1,1,1
11032,11816.823,1,1,1,1,1,1,1,1,1,1,1
11033,12663.450000000003,1,1,1,1,1,1,1,1,1,1,1
11034,10506.275,1,1,1,1,1,1,1,1,1,1,1
11035,12037.343000000004,1,1,1,1,1,1,1,1,1,1,1
11036,11032.946000000002,1,1,1,1,1,1,1,1,1,1,1
11037,11023.698000000002,1,1,1,1,1,1,1,1,1,1,1
11038,11181.992,1,1,1,1,1,1,1,1,1,1,1
11039,10562.572999999995,1,1,1,1,1,1,1,1,1,1,1
11040,10729.589000000002,1,1,1,1,1,1,1,1,1,1,1
11041,11540.221000000005,1,1,1,1,1,1,1,1,1,1,1
11042,10987.506000000003,1,1,1,1,1,1,1,1,1,1,1
11043,11047.19,1,1,1,1,1,1,1,1,1,1,1
11044,11544.516000000001,1,1,1,1,1,1,1,1,1,1,1
11045,11324.874000000003,1,1,1,1,1,1,1,1,1,1,1
11046,12177.888,1,1,1,1,1,1,1,1,1,1,1
11047,11569.183000000006,1,1,1,1,1,1,1,1,1,1,1
11048,11497.157000000001,1,1,1,1,1,1,1,1,1,1,1
11049,10897.81,1,1,1,1,1,1,1,1,1,1,1
11050,11943.305,1,1,1,1,1,1,1,1,1,1,1
11051,12467.337000000003,1,1,1,1,1,1,1,1,1,1,1
11052,11791.46,1,1,1,1,1,1,1,1,1,1,1
11053,11020.355,1,1,1,1,1,1,1,1,1,1,1
11054,11301.899999999998,1,1,1,1,1,1,1,1,1,1,1
11055,12067.537999999995,1,1,1,1,1,1,1,1,1,1,1
11056,11653.526999999995,1,1,1,1,1,1,1,1,1,1,1
11057,10910.018999999997,1,1,1,1,1,1,1,1,1,1,1
11058,10638.690999999999,1,1,1,1,1,1,1,1,1,1,1
11059,11129.511000000004,1,1,1,1,1,1,1,1,1,1,1
11060,12519.151000000002,1,1,1,1,1,1,1,1,1,1,1
11061,12703.483000000004,1,1,1,1,1,1,1,1,1,1,1
11062,11540.584999999997,1,1,1,1,1,1,1,1,1,1,1
11063,11982.309000000001,1,1,1,1,1,1,1,1,1,1,1
11064,11414.238999999998,1,1,1,1,1,1,1,1,1,1,1
11065,12571.241999999998,1,1,1,1,1,1,1,1,1,1,1
11066,11869.651000000002,1,1,1,1,1,1,1,1,1,1,1
11067,11902.282,1,1,1,1,1,1,1,1,1,1,1
11068,12341.429000000006,1,1,1,1,1,1,1,1,1,1,1
11069,11576.769,1,1,1,1,1,1,1,1,1,1,1
11070,11709.792,1,1,1,1,1,1,1,1,1,1,1
11071,11681.576000000001,1,1,1,1,1,1,1,1,1,1,1
11072,11431.977000000003,1,1,1,1,1,1,1,1,1,1,1
11073,11632.664000000002,1,1,1,1,1,1,1,1,1,1,1
11074,12001.695000000003,1,1,1,1,1,1,1,1,1,1,1
11075,12265.886,1,1,1,1,1,1,1,1,1,1,1
11076,10624.292000000003,1,1,1,1,1,1,1,1,1,1,1
