min,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
2269,9564.660999999998,1,1,1,1,1,1,1,1,1,1,1
2270,9787.372999999998,1,1,1,1,1,1,1,1,1,1,1
2271,10115.873999999998,1,1,1,1,1,1,1,1,1,1,1
2272,8716.43,1,1,1,1,1,1,1,1,1,1,1
2273,8959.140999999998,1,1,1,1,1,1,1,1,1,1,1
2274,8432.576999999997,1,1,1,1,1,1,1,1,1,1,1
2275,8909.640000000001,1,1,1,1,1,1,1,1,1,1,1
2276,8761.858999999997,1,1,1,1,1,1,1,1,1,1,1
2277,9165.689999999999,1,1,1,1,1,1,1,1,1,1,1
2278,9119.875999999998,1,1,1,1,1,1,1,1,1,1,1
2279,9030.711999999998,1,1,1,1,1,1,1,1,1,1,1
2280,9397.373,1,1,1,1,1,1,1,1,1,1,1
2281,8314.195000000002,1,1,1,1,1,1,1,1,1,1,1
2282,8047.976999999999,1,1,1,1,1,1,1,1,1,1,1
2283,7582.669,1,1,1,1,1,1,1,1,1,1,1
2284,9082.265999999998,1,1,1,1,1,1,1,1,1,1,1
2285,9278.758000000003,1,1,1,1,1,1,1,1,1,1,1
2286,8188.374999999998,1,1,1,1,1,1,1,1,1,1,1
2287,8898.496000000001,1,1,1,1,1,1,1,1,1,1,1
2288,9848.533999999998,1,1,1,1,1,1,1,1,1,1,1
2289,8531.197000000002,1,1,1,1,1,1,1,1,1,1,1
2290,8895.234999999997,1,1,1,1,1,1,1,1,1,1,1
2291,8578.811,1,1,1,1,1,1,1,1,1,1,1
2292,8250.516999999998,1,1,1,1,1,1,1,1,1,1,1
2293,8726.101999999999,1,1,1,1,1,1,1,1,1,1,1
2294,8816.433,1,1,1,1,1,1,1,1,1,1,1
2295,8381.155999999999,1,1,1,1,1,1,1,1,1,1,1
2296,9690.134,1,1,1,1,1,1,1,1,1,1,1
2297,8932.792999999996,1,1,1,1,1,1,1,1,1,1,1
2298,9942.266,1,1,1,1,1,1,1,1,1,1,1
2299,8892.015999999998,1,1,1,1,1,1,1,1,1,1,1
2300,8730.886999999997,1,1,1,1,1,1,1,1,1,1,1
2301,8605.07,1,1,1,1,1,1,1,1,1,1,1
2302,7815.257999999999,1,1,1,1,1,1,1,1,1,1,1
2303,9593.033,1,1,1,1,1,1,1,1,1,1,1
2304,9509.197,1,1,1,1,1,1,1,1,1,1,1
2305,6970.538999999998,1,1,1,1,1,1,1,1,1,1,1
2306,8411.071000000002,1,1,1,1,1,1,1,1,1,1,1
2307,8646.741000000002,1,1,1,1,1,1,1,1,1,1,1
2308,9323.007,1,1,1,1,1,1,1,1,1,1,1
2309,9401.45,1,1,1,1,1,1,1,1,1,1,1
2310,8950.671999999995,1,1,1,1,1,1,1,1,1,1,1
2311,7803.317000000001,1,1,1,1,1,1,1,1,1,1,1
2312,7928.3319999999985,1,1,1,1,1,1,1,1,1,1,1
2313,9888.233999999999,1,1,1,1,1,1,1,1,1,1,1
2314,9556.319999999998,1,1,1,1,1,1,1,1,1,1,1
2315,10622.801000000003,1,1,1,1,1,1,1,1,1,1,1
2316,8317.279,1,1,1,1,1,1,1,1,1,1,1
2317,9278.075,1,1,1,1,1,1,1,1,1,1,1
2318,4851.601,1,1,1,1,1,1,1,1,1,1,1
24759,7916.981000000002,1,1,1,1,1,1,1,1,1,1,1
24760,14305.237000000005,1,1,1,1,1,1,1,1,1,1,1
24761,15459.718999999997,1,1,1,1,1,1,1,1,1,1,1
24762,16157.438999999998,1,1,1,1,1,1,1,1,1,1,1
24763,15985.603,1,1,1,1,1,1,1,1,1,1,1
24764,15471.341000000004,1,1,1,1,1,1,1,1,1,1,1
24765,14579.827000000001,1,1,1,1,1,1,1,1,1,1,1
24766,14928.675000000005,1,1,1,1,1,1,1,1,1,1,1
24767,15154.735999999999,1,1,1,1,1,1,1,1,1,1,1
24768,15617.528000000004,1,1,1,1,1,1,1,1,1,1,1
24769,15832.392999999996,1,1,1,1,1,1,1,1,1,1,1
24770,14465.929999999998,1,1,1,1,1,1,1,1,1,1,1
24771,15735.412000000002,1,1,1,1,1,1,1,1,1,1,1
24772,15584.751,1,1,1,1,1,1,1,1,1,1,1
24773,15863.880000000001,1,1,1,1,1,1,1,1,1,1,1
24774,14583.871,1,1,1,1,1,1,1,1,1,1,1
24775,14059.934000000001,1,1,1,1,1,1,1,1,1,1,1
24776,15744.503999999995,1,1,1,1,1,1,1,1,1,1,1
24777,16260.648999999998,1,1,1,1,1,1,1,1,1,1,1
24778,15211.344999999996,1,1,1,1,1,1,1,1,1,1,1
24779,15742.330999999998,1,1,1,1,1,1,1,1,1,1,1
24780,16297.060000000001,1,1,1,1,1,1,1,1,1,1,1
24781,15738.781999999996,1,1,1,1,1,1,1,1,1,1,1
24782,15420.771999999999,1,1,1,1,1,1,1,1,1,1,1
24783,16022.178999999998,1,1,1,1,1,1,1,1,1,1,1
24784,15630.403999999997,1,1,1,1,1,1,1,1,1,1,1
24785,15985.674,1,1,1,1,1,1,1,1,1,1,1
24786,15464.690999999999,1,1,1,1,1,1,1,1,1,1,1
24787,15588.071000000002,1,1,1,1,1,1,1,1,1,1,1
24788,16063.782999999992,1,1,1,1,1,1,1,1,1,1,1
24789,14885.530999999997,1,1,1,1,1,1,1,1,1,1,1
24790,15958.347000000002,1,1,1,1,1,1,1,1,1,1,1
24791,15523.442999999996,1,1,1,1,1,1,1,1,1,1,1
24792,15575.161999999998,1,1,1,1,1,1,1,1,1,1,1
24793,16211.285999999991,1,1,1,1,1,1,1,1,1,1,1
24794,15236.052000000003,1,1,1,1,1,1,1,1,1,1,1
24795,15330.504999999997,1,1,1,1,1,1,1,1,1,1,1
24796,15666.505,1,1,1,1,1,1,1,1,1,1,1
24797,15128.657999999998,1,1,1,1,1,1,1,1,1,1,1
24798,14609.354,1,1,1,1,1,1,1,1,1,1,1
24799,15112.922000000002,1,1,1,1,1,1,1,1,1,1,1
24800,13961.646,1,1,1,1,1,1,1,1,1,1,1
24801,15084.378999999999,1,1,1,1,1,1,1,1,1,1,1
24802,16040.273000000005,1,1,1,1,1,1,1,1,1,1,1
24803,15478.304,1,1,1,1,1,1,1,1,1,1,1
24804,15353.263999999997,1,1,1,1,1,1,1,1,1,1,1
24805,16371.774999999994,1,1,1,1,1,1,1,1,1,1,1
24806,15811.015999999998,1,1,1,1,1,1,1,1,1,1,1
24807,14682.747,1,1,1,1,1,1,1,1,1,1,1
24808,15482.021,1,1,1,1,1,1,1,1,1,1,1
24809,14902.047000000002,1,1,1,1,1,1,1,1,1,1,1
24810,14958.467000000004,1,1,1,1,1,1,1,1,1,1,1
24811,16588.900999999994,1,1,1,1,1,1,1,1,1,1,1
24812,14231.590000000002,1,1,1,1,1,1,1,1,1,1,1
24813,15650.055,1,1,1,1,1,1,1,1,1,1,1
24814,16439.184999999998,1,1,1,1,1,1,1,1,1,1,1
24815,15838.087,1,1,1,1,1,1,1,1,1,1,1
24816,15188.214000000002,1,1,1,1,1,1,1,1,1,1,1
24817,15054.695999999998,1,1,1,1,1,1,1,1,1,1,1
24818,16838.87,1,1,1,1,1,1,1,1,1,1,1
24819,15845.534000000001,1,1,1,1,1,1,1,1,1,1,1
24820,15046.197,1,1,1,1,1,1,1,1,1,1,1
24821,14745.590000000004,1,1,1,1,1,1,1,1,1,1,1
24822,15651.554,1,1,1,1,1,1,1,1,1,1,1
24823,15399.524999999996,1,1,1,1,1,1,1,1,1,1,1
24824,14534.700000000003,1,1,1,1,1,1,1,1,1,1,1
24825,15513.5,1,1,1,1,1,1,1,1,1,1,1
24826,16136.341000000004,1,1,1,1,1,1,1,1,1,1,1
24827,15751.157999999998,1,1,1,1,1,1,1,1,1,1,1
24828,16379.766999999998,1,1,1,1,1,1,1,1,1,1,1
24829,16142.381000000001,1,1,1,1,1,1,1,1,1,1,1
24830,15922.739,1,1,1,1,1,1,1,1,1,1,1
24831,14256.347000000009,1,1,1,1,1,1,1,1,1,1,1
24832,16371.287,1,1,1,1,1,1,1,1,1,1,1
24833,15547.132999999996,1,1,1,1,1,1,1,1,1,1,1
24834,16086.641000000003,1,1,1,1,1,1,1,1,1,1,1
24835,14707.657999999998,1,1,1,1,1,1,1,1,1,1,1
24836,15640.437000000004,1,1,1,1,1,1,1,1,1,1,1
24837,15669.538999999999,1,1,1,1,1,1,1,1,1,1,1
24838,15407.701,1,1,1,1,1,1,1,1,1,1,1
24839,16330.261999999995,1,1,1,1,1,1,1,1,1,1,1
24840,16282.331000000002,1,1,1,1,1,1,1,1,1,1,1
24841,16021.936999999998,1,1,1,1,1,1,1,1,1,1,1
24842,16415.61999999999,1,1,1,1,1,1,1,1,1,1,1
24843,15520.757999999998,1,1,1,1,1,1,1,1,1,1,1
24844,16317.904,1,1,1,1,1,1,1,1,1,1,1
24845,15476.33200000001,1,1,1,1,1,1,1,1,1,1,1
24846,15239.659000000001,1,1,1,1,1,1,1,1,1,1,1
24847,15924.096000000001,1,1,1,1,1,1,1,1,1,1,1
24848,15299.593,1,1,1,1,1,1,1,1,1,1,1
24849,15260.213999999998,1,1,1,1,1,1,1,1,1,1,1
24850,15853.452000000001,1,1,1,1,1,1,1,1,1,1,1
24851,15819.277,1,1,1,1,1,1,1,1,1,1,1
24852,15403.875,1,1,1,1,1,1,1,1,1,1,1
24853,15817.742000000002,1,1,1,1,1,1,1,1,1,1,1
24854,15775.868999999999,1,1,1,1,1,1,1,1,1,1,1
24855,15144.467999999999,1,1,1,1,1,1,1,1,1,1,1
24856,15575.304,1,1,1,1,1,1,1,1,1,1,1
24857,15483.805,1,1,1,1,1,1,1,1,1,1,1
24858,15028.999000000002,1,1,1,1,1,1,1,1,1,1,1
24859,15887.043999999998,1,1,1,1,1,1,1,1,1,1,1
24860,15647.279000000002,1,1,1,1,1,1,1,1,1,1,1
24861,16394.06,1,1,1,1,1,1,1,1,1,1,1
24862,15210.372000000001,1,1,1,1,1,1,1,1,1,1,1
24863,16675.027999999995,1,1,1,1,1,1,1,1,1,1,1
24864,16366.276999999998,1,1,1,1,1,1,1,1,1,1,1
24865,15689.466000000004,1,1,1,1,1,1,1,1,1,1,1
24866,15531.407000000003,1,1,1,1,1,1,1,1,1,1,1
24867,15342.551,1,1,1,1,1,1,1,1,1,1,1
24868,15342.017999999996,1,1,1,1,1,1,1,1,1,1,1
24869,15645.503000000002,1,1,1,1,1,1,1,1,1,1,1
24870,14951.954000000002,1,1,1,1,1,1,1,1,1,1,1
24871,15045.293000000003,1,1,1,1,1,1,1,1,1,1,1
24872,15263.413999999999,1,1,1,1,1,1,1,1,1,1,1
24873,14454.959999999995,1,1,1,1,1,1,1,1,1,1,1
24874,15823.665999999997,1,1,1,1,1,1,1,1,1,1,1
24875,15657.741,1,1,1,1,1,1,1,1,1,1,1
24876,14623.884999999998,1,1,1,1,1,1,1,1,1,1,1
24877,15096.516999999996,1,1,1,1,1,1,1,1,1,1,1
24878,16130.571000000004,1,1,1,1,1,1,1,1,1,1,1
24879,15448.610000000002,1,1,1,1,1,1,1,1,1,1,1
24880,15472.88,1,1,1,1,1,1,1,1,1,1,1
24881,15302.992,1,1,1,1,1,1,1,1,1,1,1
24882,15925.692000000003,1,1,1,1,1,1,1,1,1,1,1
24883,15955.085000000001,1,1,1,1,1,1,1,1,1,1,1
24884,15361.417000000001,1,1,1,1,1,1,1,1,1,1,1
24885,15637.849999999999,1,1,1,1,1,1,1,1,1,1,1
24886,15673.968000000003,1,1,1,1,1,1,1,1,1,1,1
24887,15129.282000000001,1,1,1,1,1,1,1,1,1,1,1
24888,14812.256999999998,1,1,1,1,1,1,1,1,1,1,1
24889,16642.839,1,1,1,1,1,1,1,1,1,1,1
24890,16076.241999999998,1,1,1,1,1,1,1,1,1,1,1
24891,14666.118000000006,1,1,1,1,1,1,1,1,1,1,1
24892,16382.963000000003,1,1,1,1,1,1,1,1,1,1,1
24893,15737.063000000004,1,1,1,1,1,1,1,1,1,1,1
24894,15398.301,1,1,1,1,1,1,1,1,1,1,1
24895,14993.072000000004,1,1,1,1,1,1,1,1,1,1,1
24896,16292.052,1,1,1,1,1,1,1,1,1,1,1
24897,15371.602000000006,1,1,1,1,1,1,1,1,1,1,1
24898,16496.221,1,1,1,1,1,1,1,1,1,1,1
24899,14347.319,1,1,1,1,1,1,1,1,1,1,1
24900,14826.687,1,1,1,1,1,1,1,1,1,1,1
24901,15862.639999999998,1,1,1,1,1,1,1,1,1,1,1
24902,16229.508000000003,1,1,1,1,1,1,1,1,1,1,1
24903,15354.855999999998,1,1,1,1,1,1,1,1,1,1,1
24904,15785.715000000004,1,1,1,1,1,1,1,1,1,1,1
24905,16113.651000000007,1,1,1,1,1,1,1,1,1,1,1
24906,15832.960999999998,1,1,1,1,1,1,1,1,1,1,1
24907,15991.665000000005,1,1,1,1,1,1,1,1,1,1,1
24908,14840.347,1,1,1,1,1,1,1,1,1,1,1
24909,15845.716000000002,1,1,1,1,1,1,1,1,1,1,1
24910,15226.995,1,1,1,1,1,1,1,1,1,1,1
24911,15679.011000000006,1,1,1,1,1,1,1,1,1,1,1
24912,15015.353000000003,1,1,1,1,1,1,1,1,1,1,1
24913,15558.561000000002,1,1,1,1,1,1,1,1,1,1,1
24914,15806.402,1,1,1,1,1,1,1,1,1,1,1
24915,14688.189999999997,1,1,1,1,1,1,1,1,1,1,1
24916,15653.535,1,1,1,1,1,1,1,1,1,1,1
24917,14075.816,1,1,1,1,1,1,1,1,1,1,1
24918,14829.546999999997,1,1,1,1,1,1,1,1,1,1,1
24919,16005.246000000003,1,1,1,1,1,1,1,1,1,1,1
24920,14665.745999999996,1,1,1,1,1,1,1,1,1,1,1
24921,14423.515,1,1,1,1,1,1,1,1,1,1,1
24922,14458.756000000001,1,1,1,1,1,1,1,1,1,1,1
24923,15166.24,1,1,1,1,1,1,1,1,1,1,1
24924,14555.392000000002,1,1,1,1,1,1,1,1,1,1,1
24925,15010.509999999998,1,1,1,1,1,1,1,1,1,1,1
24926,15079.672,1,1,1,1,1,1,1,1,1,1,1
24927,15740.565999999999,1,1,1,1,1,1,1,1,1,1,1
24928,15328.444000000001,1,1,1,1,1,1,1,1,1,1,1
24929,14711.377000000002,1,1,1,1,1,1,1,1,1,1,1
24930,13823.341000000004,1,1,1,1,1,1,1,1,1,1,1
24931,14962.307999999997,1,1,1,1,1,1,1,1,1,1,1
24932,16477.554,1,1,1,1,1,1,1,1,1,1,1
24933,15702.799999999997,1,1,1,1,1,1,1,1,1,1,1
24934,14910.618000000004,1,1,1,1,1,1,1,1,1,1,1
24935,14074.077,1,1,1,1,1,1,1,1,1,1,1
24936,15687.198999999997,1,1,1,1,1,1,1,1,1,1,1
24937,15725.443999999994,1,1,1,1,1,1,1,1,1,1,1
24938,16571.986,1,1,1,1,1,1,1,1,1,1,1
24939,16522.076,1,1,1,1,1,1,1,1,1,1,1
24940,16249.196000000004,1,1,1,1,1,1,1,1,1,1,1
24941,15624.123000000001,1,1,1,1,1,1,1,1,1,1,1
24942,16201.802999999996,1,1,1,1,1,1,1,1,1,1,1
24943,16410.105,1,1,1,1,1,1,1,1,1,1,1
24944,15830.754,1,1,1,1,1,1,1,1,1,1,1
24945,16046.796,1,1,1,1,1,1,1,1,1,1,1
24946,15835.883,1,1,1,1,1,1,1,1,1,1,1
24947,15587.870999999996,1,1,1,1,1,1,1,1,1,1,1
24948,16348.650000000005,1,1,1,1,1,1,1,1,1,1,1
24949,17363.196999999996,1,1,1,1,1,1,1,1,1,1,1
24950,16009.608999999997,1,1,1,1,1,1,1,1,1,1,1
24951,16465.781000000003,1,1,1,1,1,1,1,1,1,1,1
24952,15994.813000000004,1,1,1,1,1,1,1,1,1,1,1
24953,15887.684000000008,1,1,1,1,1,1,1,1,1,1,1
24954,16785.789999999997,1,1,1,1,1,1,1,1,1,1,1
24955,15714.097999999998,1,1,1,1,1,1,1,1,1,1,1
24956,15959.645,1,1,1,1,1,1,1,1,1,1,1
24957,15481.231000000005,1,1,1,1,1,1,1,1,1,1,1
24958,17842.15,1,1,1,1,1,1,1,1,1,1,1
24959,16213.499,1,1,1,1,1,1,1,1,1,1,1
24960,16308.478,1,1,1,1,1,1,1,1,1,1,1
24961,15676.423,1,1,1,1,1,1,1,1,1,1,1
24962,15728.997000000001,1,1,1,1,1,1,1,1,1,1,1
24963,16213.224999999999,1,1,1,1,1,1,1,1,1,1,1
24964,16273.213000000003,1,1,1,1,1,1,1,1,1,1,1
24965,15431.777999999998,1,1,1,1,1,1,1,1,1,1,1
24966,16026.560000000001,1,1,1,1,1,1,1,1,1,1,1
24967,16260.451000000001,1,1,1,1,1,1,1,1,1,1,1
24968,15825.266999999998,1,1,1,1,1,1,1,1,1,1,1
24969,15361.735000000004,1,1,1,1,1,1,1,1,1,1,1
24970,15948.000000000005,1,1,1,1,1,1,1,1,1,1,1
24971,16487.836,1,1,1,1,1,1,1,1,1,1,1
24972,15849.212999999998,1,1,1,1,1,1,1,1,1,1,1
24973,16346.554,1,1,1,1,1,1,1,1,1,1,1
24974,15727.870000000003,1,1,1,1,1,1,1,1,1,1,1
24975,16212.739000000001,1,1,1,1,1,1,1,1,1,1,1
24976,16499.069999999996,1,1,1,1,1,1,1,1,1,1,1
24977,15509.608000000002,1,1,1,1,1,1,1,1,1,1,1
24978,16209.658999999998,1,1,1,1,1,1,1,1,1,1,1
24979,14870.382999999996,1,1,1,1,1,1,1,1,1,1,1
24980,15095.984,1,1,1,1,1,1,1,1,1,1,1
24981,15933.569000000001,1,1,1,1,1,1,1,1,1,1,1
24982,16196.409,1,1,1,1,1,1,1,1,1,1,1
24983,16320.364,1,1,1,1,1,1,1,1,1,1,1
24984,14723.677999999998,1,1,1,1,1,1,1,1,1,1,1
24985,17105.693000000003,1,1,1,1,1,1,1,1,1,1,1
24986,15718.64,1,1,1,1,1,1,1,1,1,1,1
24987,16031.899,1,1,1,1,1,1,1,1,1,1,1
24988,15908.635000000007,1,1,1,1,1,1,1,1,1,1,1
24989,16227.715999999999,1,1,1,1,1,1,1,1,1,1,1
24990,16161.407000000001,1,1,1,1,1,1,1,1,1,1,1
24991,15704.607,1,1,1,1,1,1,1,1,1,1,1
24992,15804.773999999996,1,1,1,1,1,1,1,1,1,1,1
24993,15813.898000000003,1,1,1,1,1,1,1,1,1,1,1
24994,15784.675000000003,1,1,1,1,1,1,1,1,1,1,1
24995,15838.269999999995,1,1,1,1,1,1,1,1,1,1,1
24996,15889.156,1,1,1,1,1,1,1,1,1,1,1
24997,16163.246999999996,1,1,1,1,1,1,1,1,1,1,1
24998,16422.526,1,1,1,1,1,1,1,1,1,1,1
24999,15149.826999999997,1,1,1,1,1,1,1,1,1,1,1
25000,16260.430999999993,1,1,1,1,1,1,1,1,1,1,1
25001,16289.953000000007,1,1,1,1,1,1,1,1,1,1,1
25002,16208.947999999997,1,1,1,1,1,1,1,1,1,1,1
25003,16175.677000000001,1,1,1,1,1,1,1,1,1,1,1
25004,16236.682000000004,1,1,1,1,1,1,1,1,1,1,1
25005,15214.434,1,1,1,1,1,1,1,1,1,1,1
25006,15762.688000000002,1,1,1,1,1,1,1,1,1,1,1
25007,15478.453999999998,1,1,1,1,1,1,1,1,1,1,1
25008,15995.235,1,1,1,1,1,1,1,1,1,1,1
25009,15934.174999999996,1,1,1,1,1,1,1,1,1,1,1
25010,15777.933999999997,1,1,1,1,1,1,1,1,1,1,1
25011,15784.545000000002,1,1,1,1,1,1,1,1,1,1,1
25012,15285.304,1,1,1,1,1,1,1,1,1,1,1
25013,15086.137000000004,1,1,1,1,1,1,1,1,1,1,1
25014,15205.219999999996,1,1,1,1,1,1,1,1,1,1,1
25015,15978.199,1,1,1,1,1,1,1,1,1,1,1
25016,15759.265000000003,1,1,1,1,1,1,1,1,1,1,1
25017,15617.557999999999,1,1,1,1,1,1,1,1,1,1,1
25018,15370.473,1,1,1,1,1,1,1,1,1,1,1
25019,16800.558999999997,1,1,1,1,1,1,1,1,1,1,1
25020,15560.869,1,1,1,1,1,1,1,1,1,1,1
25021,16603.922000000002,1,1,1,1,1,1,1,1,1,1,1
25022,15352.878000000002,1,1,1,1,1,1,1,1,1,1,1
25023,15333.239000000005,1,1,1,1,1,1,1,1,1,1,1
25024,15911.549999999997,1,1,1,1,1,1,1,1,1,1,1
25025,15899.029999999997,1,1,1,1,1,1,1,1,1,1,1
25026,15643.019999999995,1,1,1,1,1,1,1,1,1,1,1
25027,16799.777,1,1,1,1,1,1,1,1,1,1,1
25028,16092.462999999994,1,1,1,1,1,1,1,1,1,1,1
25029,15300.891999999994,1,1,1,1,1,1,1,1,1,1,1
25030,15575.061000000003,1,1,1,1,1,1,1,1,1,1,1
25031,16444.176000000003,1,1,1,1,1,1,1,1,1,1,1
25032,16223.589000000004,1,1,1,1,1,1,1,1,1,1,1
25033,15926.632,1,1,1,1,1,1,1,1,1,1,1
25034,15404.359000000004,1,1,1,1,1,1,1,1,1,1,1
25035,14713.306999999997,1,1,1,1,1,1,1,1,1,1,1
25036,14643.503000000008,1,1,1,1,1,1,1,1,1,1,1
25037,15627.779,1,1,1,1,1,1,1,1,1,1,1
25038,15799.966000000002,1,1,1,1,1,1,1,1,1,1,1
25039,15880.991000000004,1,1,1,1,1,1,1,1,1,1,1
25040,14951.511999999999,1,1,1,1,1,1,1,1,1,1,1
25041,15636.605000000001,1,1,1,1,1,1,1,1,1,1,1
25042,16352.206999999999,1,1,1,1,1,1,1,1,1,1,1
25043,14510.329,1,1,1,1,1,1,1,1,1,1,1
25044,15995.263000000003,1,1,1,1,1,1,1,1,1,1,1
25045,15783.705000000002,1,1,1,1,1,1,1,1,1,1,1
25046,15307.024999999998,1,1,1,1,1,1,1,1,1,1,1
25047,15216.617000000002,1,1,1,1,1,1,1,1,1,1,1
25048,14993.430999999997,1,1,1,1,1,1,1,1,1,1,1
25049,15959.24,1,1,1,1,1,1,1,1,1,1,1
25050,15431.922000000002,1,1,1,1,1,1,1,1,1,1,1
25051,15683.105000000005,1,1,1,1,1,1,1,1,1,1,1
25052,15960.987000000001,1,1,1,1,1,1,1,1,1,1,1
25053,14729.385,1,1,1,1,1,1,1,1,1,1,1
25054,15208.009999999998,1,1,1,1,1,1,1,1,1,1,1
25055,16168.103000000001,1,1,1,1,1,1,1,1,1,1,1
25056,16058.384999999997,1,1,1,1,1,1,1,1,1,1,1
25057,15740.386,1,1,1,1,1,1,1,1,1,1,1
25058,16095.608,1,1,1,1,1,1,1,1,1,1,1
25059,16283.673999999997,1,1,1,1,1,1,1,1,1,1,1
25060,14925.362,1,1,1,1,1,1,1,1,1,1,1
25061,14295.341999999999,1,1,1,1,1,1,1,1,1,1,1
25062,16174.424,1,1,1,1,1,1,1,1,1,1,1
25063,15501.047000000004,1,1,1,1,1,1,1,1,1,1,1
25064,16883.606,1,1,1,1,1,1,1,1,1,1,1
25065,15392.163999999999,1,1,1,1,1,1,1,1,1,1,1
25066,16266.188999999995,1,1,1,1,1,1,1,1,1,1,1
25067,16070.113999999998,1,1,1,1,1,1,1,1,1,1,1
25068,15275.580000000004,1,1,1,1,1,1,1,1,1,1,1
25069,14714.976,1,1,1,1,1,1,1,1,1,1,1
25070,14787.258000000007,1,1,1,1,1,1,1,1,1,1,1
25071,14745.982000000002,1,1,1,1,1,1,1,1,1,1,1
25072,15447.487999999996,1,1,1,1,1,1,1,1,1,1,1
25073,14801.399000000007,1,1,1,1,1,1,1,1,1,1,1
25074,14714.498999999996,1,1,1,1,1,1,1,1,1,1,1
25075,15660.914999999999,1,1,1,1,1,1,1,1,1,1,1
25076,16409.261,1,1,1,1,1,1,1,1,1,1,1
25077,16367.639,1,1,1,1,1,1,1,1,1,1,1
25078,15297.837999999998,1,1,1,1,1,1,1,1,1,1,1
25079,14870.299999999997,1,1,1,1,1,1,1,1,1,1,1
25080,15088.145999999997,1,1,1,1,1,1,1,1,1,1,1
25081,15770.252000000002,1,1,1,1,1,1,1,1,1,1,1
25082,15329.142999999995,1,1,1,1,1,1,1,1,1,1,1
25083,15071.208999999995,1,1,1,1,1,1,1,1,1,1,1
25084,14373.595999999998,1,1,1,1,1,1,1,1,1,1,1
25085,15853.904999999997,1,1,1,1,1,1,1,1,1,1,1
25086,15803.053000000002,1,1,1,1,1,1,1,1,1,1,1
25087,15096.816999999997,1,1,1,1,1,1,1,1,1,1,1
25088,15455.862999999998,1,1,1,1,1,1,1,1,1,1,1
25089,14635.684999999994,1,1,1,1,1,1,1,1,1,1,1
25090,15197.748999999996,1,1,1,1,1,1,1,1,1,1,1
25091,14781.271999999997,1,1,1,1,1,1,1,1,1,1,1
25092,14405.386999999999,1,1,1,1,1,1,1,1,1,1,1
25093,15865.117000000002,1,1,1,1,1,1,1,1,1,1,1
25094,15048.739000000001,1,1,1,1,1,1,1,1,1,1,1
25095,15476.225,1,1,1,1,1,1,1,1,1,1,1
25096,15440.767000000002,1,1,1,1,1,1,1,1,1,1,1
25097,15522.839,1,1,1,1,1,1,1,1,1,1,1
25098,15710.715000000002,1,1,1,1,1,1,1,1,1,1,1
25099,14682.998000000003,1,1,1,1,1,1,1,1,1,1,1
25100,14676.125999999995,1,1,1,1,1,1,1,1,1,1,1
25101,15809.232000000002,1,1,1,1,1,1,1,1,1,1,1
25102,15213.230999999998,1,1,1,1,1,1,1,1,1,1,1
25103,15817.885000000004,1,1,1,1,1,1,1,1,1,1,1
25104,16448.316,1,1,1,1,1,1,1,1,1,1,1
25105,14820.993999999999,1,1,1,1,1,1,1,1,1,1,1
25106,15172.192000000001,1,1,1,1,1,1,1,1,1,1,1
25107,16193.246999999994,1,1,1,1,1,1,1,1,1,1,1
25108,16064.143,1,1,1,1,1,1,1,1,1,1,1
25109,16269.938000000004,1,1,1,1,1,1,1,1,1,1,1
25110,15062.179000000002,1,1,1,1,1,1,1,1,1,1,1
25111,15749.136,1,1,1,1,1,1,1,1,1,1,1
25112,15701.618000000004,1,1,1,1,1,1,1,1,1,1,1
25113,16331.890999999996,1,1,1,1,1,1,1,1,1,1,1
25114,16156.958,1,1,1,1,1,1,1,1,1,1,1
25115,15589.699999999995,1,1,1,1,1,1,1,1,1,1,1
25116,13254.603,1,1,1,1,1,1,1,1,1,1,1
25117,15958.405000000004,1,1,1,1,1,1,1,1,1,1,1
25118,15768.423999999999,1,1,1,1,1,1,1,1,1,1,1
25119,16652.832000000002,1,1,1,1,1,1,1,1,1,1,1
25120,16186.202000000001,1,1,1,1,1,1,1,1,1,1,1
25121,16230.854000000005,1,1,1,1,1,1,1,1,1,1,1
25122,15710.742000000002,1,1,1,1,1,1,1,1,1,1,1
25123,16051.152999999997,1,1,1,1,1,1,1,1,1,1,1
25124,15825.435999999996,1,1,1,1,1,1,1,1,1,1,1
25125,15009.671,1,1,1,1,1,1,1,1,1,1,1
25126,16458.642000000007,1,1,1,1,1,1,1,1,1,1,1
25127,15066.280000000004,1,1,1,1,1,1,1,1,1,1,1
25128,14710.234999999999,1,1,1,1,1,1,1,1,1,1,1
25129,15706.694000000001,1,1,1,1,1,1,1,1,1,1,1
25130,13894.071999999996,1,1,1,1,1,1,1,1,1,1,1
25131,16019.403,1,1,1,1,1,1,1,1,1,1,1
25132,15648.439000000002,1,1,1,1,1,1,1,1,1,1,1
25133,14963.739000000003,1,1,1,1,1,1,1,1,1,1,1
25134,16424.253,1,1,1,1,1,1,1,1,1,1,1
25135,15316.514000000003,1,1,1,1,1,1,1,1,1,1,1
25136,16258.195,1,1,1,1,1,1,1,1,1,1,1
25137,16756.3,1,1,1,1,1,1,1,1,1,1,1
25138,15992.347000000002,1,1,1,1,1,1,1,1,1,1,1
25139,14873.153999999997,1,1,1,1,1,1,1,1,1,1,1
25140,16076.832000000002,1,1,1,1,1,1,1,1,1,1,1
25141,14896.642999999998,1,1,1,1,1,1,1,1,1,1,1
