HH,hour,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13
6,21,1003409.9000000012,1,0,1,0,0,1,0,0,0,0,1,1,0,0
7,21,835428.1339999984,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,21,189093.64600000143,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9,21,1117070.7020000005,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,21,561790.2369999983,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,21,63602.32399999934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,21,132586.30200000052,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,21,1437517.9520000021,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,22,99071.62600000013,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1,22,212481.3820000004,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2,22,88815.64499999955,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,22,156716.21600000007,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,2297.3170000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,313641.3889999992,1,0,1,0,0,1,0,0,0,0,1,1,0,0
7,22,192958.7079999994,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,22,99898.61500000037,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9,22,178761.30200000035,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,22,104522.56300000036,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,22,33812.80400000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,22,11140.789999999937,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,22,293436.278000001,1,1,0,1,0,1,0,1,0,0,0,1,0,0
0,23,98781.43100000022,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,23,175376.94700000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,23,31083.60399999991,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,23,114251.83800000024,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,1491.5760000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,248965.82699999938,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,23,116588.43300000035,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,23,100094.76700000027,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,23,59374.194000000156,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,23,38732.78599999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,23,33836.594000000136,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,23,11132.745999999908,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,23,133025.60900000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,24,99620.3860000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,24,175287.1260000002,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,24,31535.623999999887,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,24,114425.7160000004,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,24,2184.5169999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,249258.826999999,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,24,117135.00200000012,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,24,100371.33400000031,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,24,59044.68399999999,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,24,38632.15299999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,24,34207.941000000086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,11087.485999999953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,133060.9140000001,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,25,99801.73500000036,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,25,175997.44000000058,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,25,30815.705999999933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,115367.23600000022,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,25,1336.2870000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,250658.61499999947,0,0,1,0,1,1,0,0,0,0,0,1,0,0
7,25,116571.71100000008,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8,25,101288.30900000028,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,25,59198.397000000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,25,38680.97799999994,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,25,34627.29800000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,25,11102.32699999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,25,132336.876,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,26,98809.98900000019,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,26,175595.12999999934,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,26,30564.596999999863,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,26,114836.60100000059,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,1035.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,249835.42799999902,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,26,116079.22600000046,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8,26,100726.02300000057,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,26,59185.869000000246,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,26,38637.564,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,26,34468.04800000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,26,11031.005999999941,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,132265.699,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,27,97962.02400000008,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,27,175294.26599999992,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,27,31007.74399999994,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,27,114193.80600000027,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,27,1061.6420000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,248620.70899999957,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,27,116541.22800000018,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,27,99652.05600000045,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,27,60117.88100000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,27,39194.55199999993,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,27,33776.4220000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,27,11128.334999999937,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,27,133726.49999999974,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,28,99227.07600000057,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,28,183940.90800000008,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,28,38513.92899999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,28,115077.0340000004,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,28,1193.5650000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,28,252800.7629999988,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,28,120833.84000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,28,100765.78500000045,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,28,72078.76899999993,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,28,41660.97799999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,28,34206.42700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,28,19517.728999999887,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,28,136483.68800000008,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29,141459.0529999999,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,29,349564.45899999974,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,29,31208.582999999886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,29,179761.94399999926,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,29,1202.7479999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,462005.9420000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,29,249842.16600000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,29,139518.90300000043,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,29,60274.116000000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,29,39341.908000000105,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,29,34102.871000000065,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,29,11242.334999999928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,29,287715.4980000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,150469.6750000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,30,393224.2500000013,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,30,30312.875999999884,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,30,195441.78799999953,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,30,279.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,514877.1609999975,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,30,282287.93800000014,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,30,148278.5450000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,30,59928.19500000007,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,30,39116.847999999976,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,30,33508.16700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30,11170.402999999931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,30,325639.4040000006,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,31,148824.17500000034,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,31,388639.3070000009,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,31,29509.398999999863,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,31,193093.99799999993,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,31,508964.15199999936,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,31,278588.7660000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,31,146709.14700000052,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,31,58877.01700000005,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,31,38472.00000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,31,33315.97500000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,31,11044.900999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,31,320715.5359999996,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,32,99283.8260000003,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,32,182517.17500000016,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,32,30193.352999999872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,32,117281.07500000032,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,257984.6519999996,0,0,1,0,1,1,0,0,0,0,0,1,0,0
7,32,120856.48900000064,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8,32,101636.68400000033,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,32,60142.69000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,32,39252.57900000009,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,32,33946.378000000084,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,32,11138.795999999908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,32,139067.45000000016,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,33,268983.51200000057,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,33,630206.9210000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,33,190700.56300000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,33,114434.31100000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,33,366122.5159999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,33,115915.68500000032,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,33,315307.0069999993,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,33,333335.21600000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,33,310311.4820000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,33,33727.3260000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,33,235133.36299999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,33,270973.86199999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,562255.3370000002,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,34,1417909.1460000016,1,0,1,1,1,0,0,0,0,0,0,0,0,0
2,34,457727.60200000065,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,34,127595.3480000004,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,34,601273.0600000005,1,0,1,0,1,1,0,0,0,0,0,1,0,0
7,34,141777.92100000056,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8,34,679945.4220000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,34,786350.5339999987,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,34,760628.7469999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,34,34166.551000000094,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,34,607186.2990000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,34,528372.4940000001,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,35,532782.5099999998,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,35,1356446.7409999992,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2,35,417361.3620000013,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,35,147294.5980000005,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,35,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,35,635864.3579999997,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7,35,181485.2370000005,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,35,638659.2809999988,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,35,718673.4020000006,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,35,692931.7419999939,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,35,34179.42600000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,35,550985.2900000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,35,540025.3759999997,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,36,540874.6760000008,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,36,1349353.7019999982,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,36,444800.1460000021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,36,114950.78000000048,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36,551582.289,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,36,116278.59500000035,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,36,656022.6479999992,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,36,765924.581000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,36,739443.7429999965,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,36,33918.22500000008,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,36,589706.1399999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,36,488933.91800000094,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,37,460110.80200000067,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,37,1129741.309999995,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,37,372653.1900000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,37,111047.79400000026,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,37,483948.93699999957,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,37,106890.26800000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,37,555564.1259999989,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,37,641977.4710000012,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,37,615872.5549999959,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,37,34331.49000000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,37,486631.15700000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,37,415007.4390000005,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,38,130992.03100000012,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,38,240010.27800000008,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,38,74606.14499999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,38,92172.96900000043,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,38,206843.08199999935,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,38,68100.73300000023,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,38,146748.6569999999,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,38,135563.15000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,38,114366.00800000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,38,34543.14500000009,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,38,73048.536,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,38,115797.71099999988,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,39,509768.58899999986,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,39,1278511.5779999993,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2,39,407666.15000000136,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,39,128780.10700000038,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,39,568844.4850000005,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7,39,143754.87100000033,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,39,614235.8379999992,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,39,701785.1399999993,0,1,0,0,0,0,0,1,1,0,0,0,0,0
10,39,677262.0479999965,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,39,34223.05700000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,39,537412.4180000011,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,39,487903.3280000009,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,40,568429.7279999988,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,40,1489370.0620000039,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,40,423364.3110000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,40,191739.6359999996,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,40,785401.1740000003,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7,40,271041.1220000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8,40,674084.8580000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,40,728252.5820000013,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,40,702898.1529999991,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,40,34587.81500000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,40,559137.1939999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,40,647843.5859999992,1,1,0,1,0,1,0,0,0,0,0,1,0,0
0,41,523228.14599999954,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1,41,1549852.962000001,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2,41,764930.2370000011,0,1,1,0,0,1,1,0,0,0,0,0,0,0
3,41,319994.0979999991,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41,875664.5049999991,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,41,514133.8689999996,1,0,0,0,0,0,1,0,1,0,0,0,0,0
8,41,634126.2599999988,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,41,1410991.0429999973,0,1,0,0,0,0,0,1,1,1,1,0,0,0
10,41,1040273.980999999,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11,41,34453.42500000011,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,41,642963.6679999996,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,41,1250599.9390000012,1,1,0,1,0,0,0,1,0,1,0,0,0,0
0,42,621459.2840000017,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,42,1814693.746,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2,42,1003109.2039999979,1,1,0,1,0,0,1,0,0,0,0,0,0,0
3,42,529785.4340000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,42,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,42,1257699.6260000016,0,0,1,0,1,1,0,0,0,0,0,1,1,0
7,42,851392.5239999987,0,0,0,0,0,0,1,1,1,0,0,0,0,0
8,42,756907.6549999989,1,0,0,0,0,0,0,0,1,1,0,0,0,0
9,42,1919712.908000001,1,0,0,1,0,1,1,0,0,1,1,0,1,0
10,42,1222616.9470000041,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,42,135536.79899999948,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,42,719269.6590000008,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,42,1698272.669999999,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,43,590376.904,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,43,1772320.915999999,1,1,0,1,1,0,1,0,0,1,0,0,0,0
2,43,1019797.0049999981,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3,43,462413.26099999883,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,43,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,43,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,43,1142597.3260000006,1,0,1,0,0,1,0,0,0,0,0,1,1,0
7,43,866235.6869999995,1,0,0,0,0,0,0,1,1,0,0,0,0,0
8,43,685521.257,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,43,1987812.4100000008,0,0,0,0,0,0,0,1,1,1,1,0,0,1
10,43,1215822.2170000023,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,43,126292.4889999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,43,725150.1399999986,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13,43,1719169.557,1,1,0,1,0,1,0,0,0,1,0,1,0,0
0,44,545793.6929999997,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,44,1727949.709000002,1,1,1,0,1,0,1,0,0,0,1,0,1,0
2,44,790126.2979999988,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,44,281844.727000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,44,355989.950999999,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,44,47203.87399999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,44,872867.3289999999,0,0,1,0,1,1,0,0,0,1,0,1,1,0
7,44,496214.89899999875,0,0,0,0,0,0,1,1,1,0,0,0,0,0
8,44,614700.7990000009,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9,44,1499695.6599999957,0,0,0,0,1,0,0,0,0,1,1,0,0,0
10,44,955487.447,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,44,139006.03500000003,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,44,873684.4939999988,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13,44,1109976.1699999974,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,45,214801.60400000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,726643.681,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,45,307706.44099999923,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,45,150066.05600000027,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,45,229346.31399999929,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,45,30469.339999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,45,441934.445999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,45,244315.80300000048,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,45,239184.17100000006,1,0,0,1,1,0,0,0,0,1,0,0,0,0
9,45,581569.0719999989,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10,45,283606.97600000043,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,45,101672.5279999998,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,45,397269.36500000046,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,45,375154.80199999973,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,46,91297.96000000012,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1,46,332635.18100000045,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,46,220765.0710000013,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,46,140526.43900000068,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,46,3875.7550000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,46,513.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,46,315288.30499999976,0,0,1,0,0,1,0,0,0,0,1,1,0,0
7,46,232028.43500000064,0,0,0,0,0,0,0,1,0,0,0,0,0,0
